xflr5 v6.47
NACA 0012
T1_Re0.100_M0.00_N9.0
Alpha =   3.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.415     0.000     0.765     0.000
 0.9928    0.241     0.000     0.871     0.000
 0.9799    0.174     0.000     0.909     0.000
 0.9635    0.121     0.000     0.938     0.000
 0.9445    0.078     0.000     0.960     0.000
 0.9235    0.042     0.000     0.979     0.000
 0.9007    0.010     0.000     0.995     0.000
 0.8766   -0.020     0.000     1.010     0.000
 0.8512   -0.047     0.000     1.023     0.000
 0.8249   -0.073     0.000     1.036     0.000
 0.7977   -0.097     0.000     1.047     0.000
 0.7699   -0.121     0.000     1.059     0.000
 0.7415   -0.144     0.000     1.070     0.000
 0.7127   -0.167     0.000     1.080     0.000
 0.6836   -0.190     0.000     1.091     0.000
 0.6543   -0.213     0.000     1.102     0.000
 0.6249   -0.237     0.000     1.112     0.000
 0.5955   -0.260     0.000     1.123     0.000
 0.5661   -0.284     0.000     1.133     0.000
 0.5368   -0.309     0.000     1.144     0.000
 0.5077   -0.334     0.000     1.155     0.000
 0.4789   -0.360     0.000     1.166     0.000
 0.4505   -0.386     0.000     1.177     0.000
 0.4225   -0.412     0.000     1.188     0.000
 0.3949   -0.440     0.000     1.200     0.000
 0.3678   -0.467     0.000     1.211     0.000
 0.3413   -0.496     0.000     1.223     0.000
 0.3155   -0.525     0.000     1.235     0.000
 0.2904   -0.554     0.000     1.247     0.000
 0.2659   -0.584     0.000     1.259     0.000
 0.2423   -0.615     0.000     1.271     0.000
 0.2195   -0.646     0.000     1.283     0.000
 0.1976   -0.677     0.000     1.295     0.000
 0.1766   -0.710     0.000     1.308     0.000
 0.1566   -0.743     0.000     1.320     0.000
 0.1376   -0.777     0.000     1.333     0.000
 0.1197   -0.813     0.000     1.346     0.000
 0.1028   -0.850     0.000     1.360     0.000
 0.0871   -0.889     0.000     1.374     0.000
 0.0726   -0.929     0.000     1.389     0.000
 0.0592   -0.972     0.000     1.404     0.000
 0.0472   -1.016     0.000     1.420     0.000
 0.0364   -1.060     0.000     1.435     0.000
 0.0269   -1.098     0.000     1.449     0.000
 0.0188   -1.121     0.000     1.456     0.000
 0.0121   -1.104     0.000     1.451     0.000
 0.0069   -0.998     0.000     1.414     0.000
 0.0031   -0.716     0.000     1.310     0.000
 0.0008   -0.175     0.000     1.084     0.000
 0.0000    0.492     0.000     0.713     0.000
 0.0008    0.920     0.000     0.283     0.000
 0.0031    0.991     0.000    -0.097     0.000
 0.0069    0.859     0.000    -0.376     0.000
 0.0121    0.678     0.000    -0.567     0.000
 0.0188    0.513     0.000    -0.698     0.000
 0.0269    0.376     0.000    -0.790     0.000
 0.0364    0.266     0.000    -0.856     0.000
 0.0472    0.179     0.000    -0.906     0.000
 0.0592    0.110     0.000    -0.944     0.000
 0.0726    0.054     0.000    -0.973     0.000
 0.0871    0.009     0.000    -0.996     0.000
 0.1028   -0.028     0.000    -1.014     0.000
 0.1197   -0.057     0.000    -1.028     0.000
 0.1376   -0.081     0.000    -1.040     0.000
 0.1566   -0.100     0.000    -1.049     0.000
 0.1766   -0.114     0.000    -1.055     0.000
 0.1976   -0.125     0.000    -1.061     0.000
 0.2195   -0.132     0.000    -1.064     0.000
 0.2423   -0.137     0.000    -1.066     0.000
 0.2659   -0.140     0.000    -1.068     0.000
 0.2904   -0.140     0.000    -1.068     0.000
 0.3155   -0.139     0.000    -1.067     0.000
 0.3413   -0.136     0.000    -1.066     0.000
 0.3678   -0.132     0.000    -1.064     0.000
 0.3949   -0.127     0.000    -1.062     0.000
 0.4225   -0.121     0.000    -1.059     0.000
 0.4505   -0.114     0.000    -1.056     0.000
 0.4789   -0.107     0.000    -1.052     0.000
 0.5077   -0.098     0.000    -1.048     0.000
 0.5368   -0.090     0.000    -1.044     0.000
 0.5661   -0.081     0.000    -1.040     0.000
 0.5955   -0.072     0.000    -1.035     0.000
 0.6249   -0.062     0.000    -1.030     0.000
 0.6543   -0.052     0.000    -1.026     0.000
 0.6836   -0.042     0.000    -1.021     0.000
 0.7127   -0.031     0.000    -1.015     0.000
 0.7415   -0.019     0.000    -1.010     0.000
 0.7699   -0.007     0.000    -1.004     0.000
 0.7977    0.006     0.000    -0.997     0.000
 0.8249    0.020     0.000    -0.990     0.000
 0.8512    0.035     0.000    -0.982     0.000
 0.8766    0.052     0.000    -0.974     0.000
 0.9007    0.071     0.000    -0.964     0.000
 0.9235    0.094     0.000    -0.952     0.000
 0.9445    0.120     0.000    -0.938     0.000
 0.9635    0.153     0.000    -0.920     0.000
 0.9799    0.196     0.000    -0.896     0.000
 0.9928    0.255     0.000    -0.863     0.000
 1.0000    0.415     0.000    -0.765     0.000


