xflr5 v6.47
NACA 0012
T1_Re0.100_M0.00_N9.0
Alpha =   4.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.416     0.000     0.764     0.000
 0.9928    0.241     0.000     0.871     0.000
 0.9799    0.172     0.000     0.910     0.000
 0.9635    0.117     0.000     0.940     0.000
 0.9445    0.073     0.000     0.963     0.000
 0.9235    0.035     0.000     0.982     0.000
 0.9007    0.001     0.000     0.999     0.000
 0.8766   -0.030     0.000     1.015     0.000
 0.8512   -0.059     0.000     1.029     0.000
 0.8249   -0.086     0.000     1.042     0.000
 0.7977   -0.112     0.000     1.055     0.000
 0.7699   -0.138     0.000     1.067     0.000
 0.7415   -0.163     0.000     1.079     0.000
 0.7127   -0.189     0.000     1.090     0.000
 0.6836   -0.214     0.000     1.102     0.000
 0.6543   -0.239     0.000     1.113     0.000
 0.6249   -0.265     0.000     1.125     0.000
 0.5955   -0.291     0.000     1.136     0.000
 0.5661   -0.317     0.000     1.148     0.000
 0.5368   -0.345     0.000     1.160     0.000
 0.5077   -0.373     0.000     1.172     0.000
 0.4789   -0.401     0.000     1.184     0.000
 0.4505   -0.431     0.000     1.196     0.000
 0.4225   -0.461     0.000     1.209     0.000
 0.3949   -0.492     0.000     1.222     0.000
 0.3678   -0.524     0.000     1.235     0.000
 0.3413   -0.557     0.000     1.248     0.000
 0.3155   -0.591     0.000     1.261     0.000
 0.2904   -0.626     0.000     1.275     0.000
 0.2659   -0.662     0.000     1.289     0.000
 0.2423   -0.699     0.000     1.303     0.000
 0.2195   -0.737     0.000     1.318     0.000
 0.1976   -0.777     0.000     1.333     0.000
 0.1766   -0.818     0.000     1.348     0.000
 0.1566   -0.861     0.000     1.364     0.000
 0.1376   -0.906     0.000     1.381     0.000
 0.1197   -0.955     0.000     1.398     0.000
 0.1028   -1.006     0.000     1.416     0.000
 0.0871   -1.062     0.000     1.436     0.000
 0.0726   -1.123     0.000     1.457     0.000
 0.0592   -1.190     0.000     1.480     0.000
 0.0472   -1.263     0.000     1.504     0.000
 0.0364   -1.342     0.000     1.530     0.000
 0.0269   -1.424     0.000     1.557     0.000
 0.0188   -1.501     0.000     1.581     0.000
 0.0121   -1.549     0.000     1.596     0.000
 0.0069   -1.513     0.000     1.585     0.000
 0.0031   -1.283     0.000     1.511     0.000
 0.0008   -0.719     0.000     1.311     0.000
 0.0000    0.097     0.000     0.950     0.000
 0.0008    0.739     0.000     0.511     0.000
 0.0031    0.989     0.000     0.105     0.000
 0.0069    0.959     0.000    -0.202     0.000
 0.0121    0.825     0.000    -0.419     0.000
 0.0188    0.674     0.000    -0.571     0.000
 0.0269    0.539     0.000    -0.679     0.000
 0.0364    0.424     0.000    -0.759     0.000
 0.0472    0.329     0.000    -0.819     0.000
 0.0592    0.251     0.000    -0.866     0.000
 0.0726    0.186     0.000    -0.902     0.000
 0.0871    0.132     0.000    -0.931     0.000
 0.1028    0.088     0.000    -0.955     0.000
 0.1197    0.051     0.000    -0.974     0.000
 0.1376    0.021     0.000    -0.990     0.000
 0.1566   -0.004     0.000    -1.002     0.000
 0.1766   -0.025     0.000    -1.012     0.000
 0.1976   -0.041     0.000    -1.020     0.000
 0.2195   -0.054     0.000    -1.026     0.000
 0.2423   -0.063     0.000    -1.031     0.000
 0.2659   -0.070     0.000    -1.035     0.000
 0.2904   -0.075     0.000    -1.037     0.000
 0.3155   -0.078     0.000    -1.038     0.000
 0.3413   -0.079     0.000    -1.039     0.000
 0.3678   -0.078     0.000    -1.038     0.000
 0.3949   -0.076     0.000    -1.037     0.000
 0.4225   -0.073     0.000    -1.036     0.000
 0.4505   -0.069     0.000    -1.034     0.000
 0.4789   -0.065     0.000    -1.032     0.000
 0.5077   -0.059     0.000    -1.029     0.000
 0.5368   -0.053     0.000    -1.026     0.000
 0.5661   -0.046     0.000    -1.023     0.000
 0.5955   -0.039     0.000    -1.019     0.000
 0.6249   -0.032     0.000    -1.016     0.000
 0.6543   -0.024     0.000    -1.012     0.000
 0.6836   -0.015     0.000    -1.008     0.000
 0.7127   -0.007     0.000    -1.003     0.000
 0.7415    0.003     0.000    -0.998     0.000
 0.7699    0.013     0.000    -0.993     0.000
 0.7977    0.024     0.000    -0.988     0.000
 0.8249    0.037     0.000    -0.981     0.000
 0.8512    0.050     0.000    -0.975     0.000
 0.8766    0.066     0.000    -0.967     0.000
 0.9007    0.083     0.000    -0.957     0.000
 0.9235    0.104     0.000    -0.946     0.000
 0.9445    0.129     0.000    -0.933     0.000
 0.9635    0.160     0.000    -0.916     0.000
 0.9799    0.202     0.000    -0.893     0.000
 0.9928    0.258     0.000    -0.861     0.000
 1.0000    0.416     0.000    -0.764     0.000


