xflr5 v6.47
NACA 0012
T1_Re0.100_M0.00_N9.0
Alpha =   1.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.413     0.000     0.766     0.000
 0.9928    0.244     0.000     0.870     0.000
 0.9799    0.180     0.000     0.906     0.000
 0.9635    0.129     0.000     0.933     0.000
 0.9445    0.090     0.000     0.954     0.000
 0.9235    0.057     0.000     0.971     0.000
 0.9007    0.028     0.000     0.986     0.000
 0.8766    0.002     0.000     0.999     0.000
 0.8512   -0.022     0.000     1.011     0.000
 0.8249   -0.044     0.000     1.022     0.000
 0.7977   -0.065     0.000     1.032     0.000
 0.7699   -0.085     0.000     1.042     0.000
 0.7415   -0.105     0.000     1.051     0.000
 0.7127   -0.124     0.000     1.060     0.000
 0.6836   -0.142     0.000     1.069     0.000
 0.6543   -0.161     0.000     1.078     0.000
 0.6249   -0.180     0.000     1.086     0.000
 0.5955   -0.199     0.000     1.095     0.000
 0.5661   -0.218     0.000     1.103     0.000
 0.5368   -0.237     0.000     1.112     0.000
 0.5077   -0.256     0.000     1.121     0.000
 0.4789   -0.275     0.000     1.129     0.000
 0.4505   -0.295     0.000     1.138     0.000
 0.4225   -0.315     0.000     1.147     0.000
 0.3949   -0.334     0.000     1.155     0.000
 0.3678   -0.354     0.000     1.164     0.000
 0.3413   -0.374     0.000     1.172     0.000
 0.3155   -0.393     0.000     1.180     0.000
 0.2904   -0.413     0.000     1.189     0.000
 0.2659   -0.431     0.000     1.196     0.000
 0.2423   -0.450     0.000     1.204     0.000
 0.2195   -0.467     0.000     1.211     0.000
 0.1976   -0.484     0.000     1.218     0.000
 0.1766   -0.501     0.000     1.225     0.000
 0.1566   -0.516     0.000     1.231     0.000
 0.1376   -0.530     0.000     1.237     0.000
 0.1197   -0.542     0.000     1.242     0.000
 0.1028   -0.553     0.000     1.246     0.000
 0.0871   -0.561     0.000     1.250     0.000
 0.0726   -0.567     0.000     1.252     0.000
 0.0592   -0.568     0.000     1.252     0.000
 0.0472   -0.563     0.000     1.250     0.000
 0.0364   -0.547     0.000     1.244     0.000
 0.0269   -0.514     0.000     1.230     0.000
 0.0188   -0.452     0.000     1.205     0.000
 0.0121   -0.339     0.000     1.157     0.000
 0.0069   -0.142     0.000     1.069     0.000
 0.0031    0.178     0.000     0.907     0.000
 0.0008    0.605     0.000     0.629     0.000
 0.0000    0.943     0.000     0.238     0.000
 0.0008    0.970     0.000    -0.173     0.000
 0.0031    0.748     0.000    -0.502     0.000
 0.0069    0.478     0.000    -0.723     0.000
 0.0121    0.256     0.000    -0.863     0.000
 0.0188    0.094     0.000    -0.952     0.000
 0.0269   -0.022     0.000    -1.011     0.000
 0.0364   -0.104     0.000    -1.051     0.000
 0.0472   -0.163     0.000    -1.079     0.000
 0.0592   -0.207     0.000    -1.099     0.000
 0.0726   -0.239     0.000    -1.113     0.000
 0.0871   -0.262     0.000    -1.123     0.000
 0.1028   -0.278     0.000    -1.131     0.000
 0.1197   -0.290     0.000    -1.136     0.000
 0.1376   -0.297     0.000    -1.139     0.000
 0.1566   -0.301     0.000    -1.141     0.000
 0.1766   -0.302     0.000    -1.141     0.000
 0.1976   -0.300     0.000    -1.140     0.000
 0.2195   -0.296     0.000    -1.138     0.000
 0.2423   -0.290     0.000    -1.136     0.000
 0.2659   -0.283     0.000    -1.133     0.000
 0.2904   -0.274     0.000    -1.129     0.000
 0.3155   -0.265     0.000    -1.125     0.000
 0.3413   -0.254     0.000    -1.120     0.000
 0.3678   -0.242     0.000    -1.115     0.000
 0.3949   -0.230     0.000    -1.109     0.000
 0.4225   -0.217     0.000    -1.103     0.000
 0.4505   -0.204     0.000    -1.097     0.000
 0.4789   -0.191     0.000    -1.091     0.000
 0.5077   -0.177     0.000    -1.085     0.000
 0.5368   -0.164     0.000    -1.079     0.000
 0.5661   -0.150     0.000    -1.072     0.000
 0.5955   -0.136     0.000    -1.066     0.000
 0.6249   -0.121     0.000    -1.059     0.000
 0.6543   -0.107     0.000    -1.052     0.000
 0.6836   -0.093     0.000    -1.045     0.000
 0.7127   -0.078     0.000    -1.038     0.000
 0.7415   -0.063     0.000    -1.031     0.000
 0.7699   -0.047     0.000    -1.023     0.000
 0.7977   -0.031     0.000    -1.015     0.000
 0.8249   -0.013     0.000    -1.007     0.000
 0.8512    0.006     0.000    -0.997     0.000
 0.8766    0.026     0.000    -0.987     0.000
 0.9007    0.049     0.000    -0.975     0.000
 0.9235    0.074     0.000    -0.962     0.000
 0.9445    0.104     0.000    -0.946     0.000
 0.9635    0.140     0.000    -0.927     0.000
 0.9799    0.187     0.000    -0.902     0.000
 0.9928    0.248     0.000    -0.867     0.000
 1.0000    0.413     0.000    -0.766     0.000


