NACA 2409
 1.00000     0.00094
 0.99280     0.00218
 0.97989     0.00435
 0.96352     0.00706
 0.94455     0.01011
 0.92350     0.01341
 0.90075     0.01686
 0.87658     0.02040
 0.85123     0.02397
 0.82489     0.02754
 0.79774     0.03107
 0.76991     0.03453
 0.74154     0.03788
 0.71275     0.04111
 0.68365     0.04419
 0.65434     0.04711
 0.62492     0.04984
 0.59547     0.05238
 0.56607     0.05471
 0.53680     0.05682
 0.50774     0.05869
 0.47895     0.06032
 0.45050     0.06169
 0.42246     0.06281
 0.39488     0.06366
 0.36782     0.06417
 0.34135     0.06431
 0.31551     0.06408
 0.29035     0.06349
 0.26594     0.06256
 0.24231     0.06129
 0.21951     0.05970
 0.19760     0.05781
 0.17661     0.05562
 0.15660     0.05317
 0.13760     0.05047
 0.11965     0.04755
 0.10280     0.04443
 0.08709     0.04113
 0.07256     0.03769
 0.05924     0.03412
 0.04717     0.03044
 0.03639     0.02669
 0.02694     0.02289
 0.01885     0.01906
 0.01215     0.01521
 0.00688     0.01137
 0.00308     0.00755
 0.00078     0.00375
 0.00000     0.00000
 0.00078    -0.00360
 0.00308    -0.00693
 0.00688    -0.01000
 0.01215    -0.01282
 0.01885    -0.01538
 0.02694    -0.01769
 0.03639    -0.01975
 0.04717    -0.02156
 0.05924    -0.02314
 0.07256    -0.02449
 0.08709    -0.02561
 0.10280    -0.02651
 0.11965    -0.02720
 0.13760    -0.02769
 0.15660    -0.02798
 0.17661    -0.02810
 0.19760    -0.02805
 0.21951    -0.02785
 0.24231    -0.02751
 0.26594    -0.02705
 0.29035    -0.02650
 0.31551    -0.02586
 0.34135    -0.02517
 0.36782    -0.02443
 0.39488    -0.02367
 0.42246    -0.02287
 0.45050    -0.02198
 0.47895    -0.02101
 0.50774    -0.01998
 0.53680    -0.01890
 0.56607    -0.01777
 0.59547    -0.01663
 0.62492    -0.01546
 0.65434    -0.01429
 0.68365    -0.01313
 0.71275    -0.01197
 0.74154    -0.01084
 0.76991    -0.00973
 0.79774    -0.00865
 0.82489    -0.00760
 0.85123    -0.00660
 0.87658    -0.00563
 0.90075    -0.00472
 0.92350    -0.00386
 0.94455    -0.00306
 0.96352    -0.00234
 0.97989    -0.00172
 0.99280    -0.00122
 1.00000    -0.00094
