xflr5 v6.44
NACA 1112
T1_Re0.100_M0.00_N9.0
Alpha =  -0.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.409     0.000     0.769     0.000
 0.9897    0.216     0.000     0.885     0.000
 0.9701    0.144     0.000     0.925     0.000
 0.9466    0.090     0.000     0.954     0.000
 0.9212    0.050     0.000     0.975     0.000
 0.8949    0.017     0.000     0.991     0.000
 0.8684   -0.010     0.000     1.005     0.000
 0.8419   -0.034     0.000     1.017     0.000
 0.8152   -0.056     0.000     1.028     0.000
 0.7886   -0.076     0.000     1.037     0.000
 0.7619   -0.095     0.000     1.046     0.000
 0.7352   -0.112     0.000     1.055     0.000
 0.7085   -0.129     0.000     1.063     0.000
 0.6819   -0.146     0.000     1.070     0.000
 0.6552   -0.162     0.000     1.078     0.000
 0.6285   -0.178     0.000     1.085     0.000
 0.6019   -0.194     0.000     1.093     0.000
 0.5752   -0.209     0.000     1.100     0.000
 0.5486   -0.225     0.000     1.107     0.000
 0.5221   -0.241     0.000     1.114     0.000
 0.4956   -0.257     0.000     1.121     0.000
 0.4691   -0.273     0.000     1.128     0.000
 0.4427   -0.289     0.000     1.135     0.000
 0.4163   -0.305     0.000     1.142     0.000
 0.3901   -0.321     0.000     1.149     0.000
 0.3639   -0.337     0.000     1.156     0.000
 0.3378   -0.352     0.000     1.163     0.000
 0.3119   -0.368     0.000     1.170     0.000
 0.2861   -0.384     0.000     1.176     0.000
 0.2605   -0.399     0.000     1.183     0.000
 0.2351   -0.413     0.000     1.189     0.000
 0.2100   -0.427     0.000     1.195     0.000
 0.1852   -0.440     0.000     1.200     0.000
 0.1610   -0.453     0.000     1.205     0.000
 0.1375   -0.466     0.000     1.211     0.000
 0.1153   -0.483     0.000     1.218     0.000
 0.0952   -0.539     0.000     1.241     0.000
 0.0777   -0.538     0.000     1.240     0.000
 0.0622   -0.463     0.000     1.210     0.000
 0.0489   -0.364     0.000     1.168     0.000
 0.0379   -0.244     0.000     1.115     0.000
 0.0290   -0.112     0.000     1.054     0.000
 0.0218    0.028     0.000     0.986     0.000
 0.0161    0.175     0.000     0.908     0.000
 0.0116    0.329     0.000     0.819     0.000
 0.0079    0.490     0.000     0.714     0.000
 0.0051    0.653     0.000     0.589     0.000
 0.0029    0.810     0.000     0.436     0.000
 0.0013    0.938     0.000     0.249     0.000
 0.0004    0.999     0.000     0.028     0.000
 0.0000    0.954     0.000    -0.214     0.000
 0.0002    0.779     0.000    -0.470     0.000
 0.0010    0.468     0.000    -0.730     0.000
 0.0025    0.114     0.000    -0.942     0.000
 0.0048   -0.171     0.000    -1.082     0.000
 0.0079   -0.341     0.000    -1.158     0.000
 0.0117   -0.424     0.000    -1.193     0.000
 0.0163   -0.450     0.000    -1.204     0.000
 0.0220   -0.441     0.000    -1.200     0.000
 0.0292   -0.411     0.000    -1.188     0.000
 0.0383   -0.369     0.000    -1.170     0.000
 0.0502   -0.323     0.000    -1.150     0.000
 0.0658   -0.283     0.000    -1.133     0.000
 0.0856   -0.262     0.000    -1.123     0.000
 0.1078   -0.326     0.000    -1.152     0.000
 0.1309   -0.355     0.000    -1.164     0.000
 0.1547   -0.357     0.000    -1.165     0.000
 0.1790   -0.354     0.000    -1.163     0.000
 0.2039   -0.346     0.000    -1.160     0.000
 0.2291   -0.336     0.000    -1.156     0.000
 0.2545   -0.324     0.000    -1.151     0.000
 0.2803   -0.311     0.000    -1.145     0.000
 0.3062   -0.297     0.000    -1.139     0.000
 0.3322   -0.282     0.000    -1.132     0.000
 0.3584   -0.268     0.000    -1.126     0.000
 0.3848   -0.253     0.000    -1.119     0.000
 0.4112   -0.238     0.000    -1.113     0.000
 0.4377   -0.223     0.000    -1.106     0.000
 0.4643   -0.208     0.000    -1.099     0.000
 0.4909   -0.193     0.000    -1.092     0.000
 0.5176   -0.179     0.000    -1.086     0.000
 0.5444   -0.164     0.000    -1.079     0.000
 0.5712   -0.150     0.000    -1.072     0.000
 0.5980   -0.136     0.000    -1.066     0.000
 0.6249   -0.122     0.000    -1.059     0.000
 0.6518   -0.108     0.000    -1.053     0.000
 0.6787   -0.094     0.000    -1.046     0.000
 0.7056   -0.079     0.000    -1.039     0.000
 0.7326   -0.065     0.000    -1.032     0.000
 0.7595   -0.050     0.000    -1.024     0.000
 0.7864   -0.034     0.000    -1.017     0.000
 0.8133   -0.017     0.000    -1.008     0.000
 0.8402    0.002     0.000    -0.999     0.000
 0.8671    0.022     0.000    -0.989     0.000
 0.8939    0.046     0.000    -0.977     0.000
 0.9204    0.074     0.000    -0.962     0.000
 0.9461    0.109     0.000    -0.944     0.000
 0.9698    0.157     0.000    -0.918     0.000
 0.9896    0.224     0.000    -0.881     0.000
 1.0000    0.409     0.000    -0.769     0.000


