xflr5 v6.44
NACA 1112
T1_Re0.100_M0.00_N9.0
Alpha =   4.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.413     0.000     0.766     0.000
 0.9897    0.210     0.000     0.889     0.000
 0.9701    0.128     0.000     0.934     0.000
 0.9466    0.065     0.000     0.967     0.000
 0.9212    0.016     0.000     0.992     0.000
 0.8949   -0.025     0.000     1.012     0.000
 0.8684   -0.061     0.000     1.030     0.000
 0.8419   -0.093     0.000     1.046     0.000
 0.8152   -0.123     0.000     1.060     0.000
 0.7886   -0.151     0.000     1.073     0.000
 0.7619   -0.178     0.000     1.085     0.000
 0.7352   -0.204     0.000     1.097     0.000
 0.7085   -0.230     0.000     1.109     0.000
 0.6819   -0.255     0.000     1.120     0.000
 0.6552   -0.280     0.000     1.132     0.000
 0.6285   -0.306     0.000     1.143     0.000
 0.6019   -0.332     0.000     1.154     0.000
 0.5752   -0.358     0.000     1.165     0.000
 0.5486   -0.385     0.000     1.177     0.000
 0.5221   -0.413     0.000     1.189     0.000
 0.4956   -0.441     0.000     1.201     0.000
 0.4691   -0.471     0.000     1.213     0.000
 0.4427   -0.501     0.000     1.225     0.000
 0.4163   -0.533     0.000     1.238     0.000
 0.3901   -0.566     0.000     1.251     0.000
 0.3639   -0.600     0.000     1.265     0.000
 0.3378   -0.637     0.000     1.279     0.000
 0.3119   -0.675     0.000     1.294     0.000
 0.2861   -0.715     0.000     1.310     0.000
 0.2605   -0.758     0.000     1.326     0.000
 0.2351   -0.805     0.000     1.343     0.000
 0.2100   -0.855     0.000     1.362     0.000
 0.1852   -0.911     0.000     1.383     0.000
 0.1610   -0.975     0.000     1.405     0.000
 0.1375   -1.050     0.000     1.432     0.000
 0.1153   -1.145     0.000     1.465     0.000
 0.0952   -1.316     0.000     1.522     0.000
 0.0777   -1.425     0.000     1.557     0.000
 0.0622   -1.441     0.000     1.562     0.000
 0.0489   -1.433     0.000     1.560     0.000
 0.0379   -1.402     0.000     1.550     0.000
 0.0290   -1.358     0.000     1.535     0.000
 0.0218   -1.301     0.000     1.517     0.000
 0.0161   -1.232     0.000     1.494     0.000
 0.0116   -1.145     0.000     1.464     0.000
 0.0079   -1.032     0.000     1.425     0.000
 0.0051   -0.883     0.000     1.372     0.000
 0.0029   -0.679     0.000     1.296     0.000
 0.0013   -0.411     0.000     1.188     0.000
 0.0004   -0.072     0.000     1.035     0.000
 0.0000    0.286     0.000     0.845     0.000
 0.0002    0.625     0.000     0.613     0.000
 0.0010    0.884     0.000     0.341     0.000
 0.0025    0.996     0.000     0.060     0.000
 0.0048    0.968     0.000    -0.178     0.000
 0.0079    0.870     0.000    -0.360     0.000
 0.0117    0.757     0.000    -0.493     0.000
 0.0163    0.651     0.000    -0.591     0.000
 0.0220    0.560     0.000    -0.663     0.000
 0.0292    0.485     0.000    -0.718     0.000
 0.0383    0.422     0.000    -0.760     0.000
 0.0502    0.369     0.000    -0.794     0.000
 0.0658    0.321     0.000    -0.824     0.000
 0.0856    0.271     0.000    -0.854     0.000
 0.1078    0.180     0.000    -0.906     0.000
 0.1309    0.117     0.000    -0.940     0.000
 0.1547    0.077     0.000    -0.961     0.000
 0.1790    0.047     0.000    -0.976     0.000
 0.2039    0.026     0.000    -0.987     0.000
 0.2291    0.009     0.000    -0.995     0.000
 0.2545   -0.002     0.000    -1.001     0.000
 0.2803   -0.011     0.000    -1.005     0.000
 0.3062   -0.016     0.000    -1.008     0.000
 0.3322   -0.020     0.000    -1.010     0.000
 0.3584   -0.022     0.000    -1.011     0.000
 0.3848   -0.022     0.000    -1.011     0.000
 0.4112   -0.021     0.000    -1.010     0.000
 0.4377   -0.019     0.000    -1.009     0.000
 0.4643   -0.016     0.000    -1.008     0.000
 0.4909   -0.013     0.000    -1.007     0.000
 0.5176   -0.009     0.000    -1.005     0.000
 0.5444   -0.005     0.000    -1.003     0.000
 0.5712   -0.001     0.000    -1.000     0.000
 0.5980    0.004     0.000    -0.998     0.000
 0.6249    0.010     0.000    -0.995     0.000
 0.6518    0.015     0.000    -0.992     0.000
 0.6787    0.021     0.000    -0.989     0.000
 0.7056    0.028     0.000    -0.986     0.000
 0.7326    0.035     0.000    -0.983     0.000
 0.7595    0.042     0.000    -0.979     0.000
 0.7864    0.051     0.000    -0.974     0.000
 0.8133    0.060     0.000    -0.970     0.000
 0.8402    0.071     0.000    -0.964     0.000
 0.8671    0.084     0.000    -0.957     0.000
 0.8939    0.099     0.000    -0.949     0.000
 0.9204    0.119     0.000    -0.939     0.000
 0.9461    0.146     0.000    -0.924     0.000
 0.9698    0.184     0.000    -0.903     0.000
 0.9896    0.241     0.000    -0.871     0.000
 1.0000    0.413     0.000    -0.766     0.000


