xflr5 v6.44
NACA 1112
T1_Re0.100_M0.00_N9.0
Alpha =   3.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.412     0.000     0.767     0.000
 0.9897    0.210     0.000     0.889     0.000
 0.9701    0.129     0.000     0.933     0.000
 0.9466    0.067     0.000     0.966     0.000
 0.9212    0.019     0.000     0.990     0.000
 0.8949   -0.021     0.000     1.010     0.000
 0.8684   -0.056     0.000     1.028     0.000
 0.8419   -0.087     0.000     1.043     0.000
 0.8152   -0.116     0.000     1.056     0.000
 0.7886   -0.143     0.000     1.069     0.000
 0.7619   -0.169     0.000     1.081     0.000
 0.7352   -0.194     0.000     1.093     0.000
 0.7085   -0.219     0.000     1.104     0.000
 0.6819   -0.243     0.000     1.115     0.000
 0.6552   -0.268     0.000     1.126     0.000
 0.6285   -0.292     0.000     1.137     0.000
 0.6019   -0.317     0.000     1.148     0.000
 0.5752   -0.342     0.000     1.158     0.000
 0.5486   -0.368     0.000     1.170     0.000
 0.5221   -0.394     0.000     1.181     0.000
 0.4956   -0.421     0.000     1.192     0.000
 0.4691   -0.449     0.000     1.204     0.000
 0.4427   -0.478     0.000     1.216     0.000
 0.4163   -0.508     0.000     1.228     0.000
 0.3901   -0.539     0.000     1.240     0.000
 0.3639   -0.571     0.000     1.253     0.000
 0.3378   -0.605     0.000     1.267     0.000
 0.3119   -0.640     0.000     1.281     0.000
 0.2861   -0.678     0.000     1.295     0.000
 0.2605   -0.717     0.000     1.310     0.000
 0.2351   -0.760     0.000     1.327     0.000
 0.2100   -0.806     0.000     1.344     0.000
 0.1852   -0.857     0.000     1.363     0.000
 0.1610   -0.914     0.000     1.384     0.000
 0.1375   -0.982     0.000     1.408     0.000
 0.1153   -1.067     0.000     1.438     0.000
 0.0952   -1.223     0.000     1.491     0.000
 0.0777   -1.318     0.000     1.522     0.000
 0.0622   -1.321     0.000     1.524     0.000
 0.0489   -1.301     0.000     1.517     0.000
 0.0379   -1.256     0.000     1.502     0.000
 0.0290   -1.198     0.000     1.482     0.000
 0.0218   -1.127     0.000     1.458     0.000
 0.0161   -1.043     0.000     1.429     0.000
 0.0116   -0.941     0.000     1.393     0.000
 0.0079   -0.814     0.000     1.347     0.000
 0.0051   -0.653     0.000     1.286     0.000
 0.0029   -0.441     0.000     1.200     0.000
 0.0013   -0.174     0.000     1.084     0.000
 0.0004    0.147     0.000     0.924     0.000
 0.0000    0.471     0.000     0.727     0.000
 0.0002    0.757     0.000     0.493     0.000
 0.0010    0.951     0.000     0.222     0.000
 0.0025    0.997     0.000    -0.051     0.000
 0.0048    0.922     0.000    -0.278     0.000
 0.0079    0.799     0.000    -0.449     0.000
 0.0117    0.673     0.000    -0.571     0.000
 0.0163    0.565     0.000    -0.659     0.000
 0.0220    0.477     0.000    -0.723     0.000
 0.0292    0.406     0.000    -0.770     0.000
 0.0383    0.350     0.000    -0.806     0.000
 0.0502    0.304     0.000    -0.834     0.000
 0.0658    0.262     0.000    -0.859     0.000
 0.0856    0.219     0.000    -0.884     0.000
 0.1078    0.129     0.000    -0.933     0.000
 0.1309    0.069     0.000    -0.965     0.000
 0.1547    0.033     0.000    -0.984     0.000
 0.1790    0.006     0.000    -0.997     0.000
 0.2039   -0.013     0.000    -1.007     0.000
 0.2291   -0.027     0.000    -1.013     0.000
 0.2545   -0.037     0.000    -1.018     0.000
 0.2803   -0.043     0.000    -1.021     0.000
 0.3062   -0.047     0.000    -1.023     0.000
 0.3322   -0.048     0.000    -1.024     0.000
 0.3584   -0.048     0.000    -1.024     0.000
 0.3848   -0.047     0.000    -1.023     0.000
 0.4112   -0.045     0.000    -1.022     0.000
 0.4377   -0.041     0.000    -1.020     0.000
 0.4643   -0.038     0.000    -1.019     0.000
 0.4909   -0.033     0.000    -1.016     0.000
 0.5176   -0.028     0.000    -1.014     0.000
 0.5444   -0.023     0.000    -1.011     0.000
 0.5712   -0.017     0.000    -1.009     0.000
 0.5980   -0.011     0.000    -1.006     0.000
 0.6249   -0.005     0.000    -1.003     0.000
 0.6518    0.001     0.000    -0.999     0.000
 0.6787    0.008     0.000    -0.996     0.000
 0.7056    0.016     0.000    -0.992     0.000
 0.7326    0.023     0.000    -0.988     0.000
 0.7595    0.032     0.000    -0.984     0.000
 0.7864    0.041     0.000    -0.979     0.000
 0.8133    0.051     0.000    -0.974     0.000
 0.8402    0.063     0.000    -0.968     0.000
 0.8671    0.076     0.000    -0.961     0.000
 0.8939    0.093     0.000    -0.953     0.000
 0.9204    0.113     0.000    -0.942     0.000
 0.9461    0.141     0.000    -0.927     0.000
 0.9698    0.181     0.000    -0.905     0.000
 0.9896    0.239     0.000    -0.872     0.000
 1.0000    0.412     0.000    -0.767     0.000


