xflr5 v6.44
NACA 1112
T1_Re0.100_M0.00_N9.0
Alpha =   2.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.410     0.000     0.768     0.000
 0.9897    0.212     0.000     0.888     0.000
 0.9701    0.134     0.000     0.931     0.000
 0.9466    0.075     0.000     0.962     0.000
 0.9212    0.030     0.000     0.985     0.000
 0.8949   -0.008     0.000     1.004     0.000
 0.8684   -0.040     0.000     1.020     0.000
 0.8419   -0.068     0.000     1.034     0.000
 0.8152   -0.095     0.000     1.046     0.000
 0.7886   -0.119     0.000     1.058     0.000
 0.7619   -0.142     0.000     1.069     0.000
 0.7352   -0.164     0.000     1.079     0.000
 0.7085   -0.186     0.000     1.089     0.000
 0.6819   -0.208     0.000     1.099     0.000
 0.6552   -0.229     0.000     1.109     0.000
 0.6285   -0.250     0.000     1.118     0.000
 0.6019   -0.271     0.000     1.128     0.000
 0.5752   -0.293     0.000     1.137     0.000
 0.5486   -0.315     0.000     1.147     0.000
 0.5221   -0.337     0.000     1.156     0.000
 0.4956   -0.360     0.000     1.166     0.000
 0.4691   -0.383     0.000     1.176     0.000
 0.4427   -0.407     0.000     1.186     0.000
 0.4163   -0.431     0.000     1.196     0.000
 0.3901   -0.457     0.000     1.207     0.000
 0.3639   -0.482     0.000     1.218     0.000
 0.3378   -0.509     0.000     1.229     0.000
 0.3119   -0.537     0.000     1.240     0.000
 0.2861   -0.566     0.000     1.251     0.000
 0.2605   -0.596     0.000     1.263     0.000
 0.2351   -0.627     0.000     1.276     0.000
 0.2100   -0.661     0.000     1.289     0.000
 0.1852   -0.696     0.000     1.302     0.000
 0.1610   -0.736     0.000     1.318     0.000
 0.1375   -0.781     0.000     1.335     0.000
 0.1153   -0.839     0.000     1.356     0.000
 0.0952   -0.954     0.000     1.398     0.000
 0.0777   -1.009     0.000     1.417     0.000
 0.0622   -0.979     0.000     1.407     0.000
 0.0489   -0.923     0.000     1.387     0.000
 0.0379   -0.844     0.000     1.358     0.000
 0.0290   -0.750     0.000     1.323     0.000
 0.0218   -0.643     0.000     1.282     0.000
 0.0161   -0.524     0.000     1.235     0.000
 0.0116   -0.389     0.000     1.179     0.000
 0.0079   -0.233     0.000     1.110     0.000
 0.0051   -0.051     0.000     1.025     0.000
 0.0029    0.164     0.000     0.914     0.000
 0.0013    0.405     0.000     0.771     0.000
 0.0004    0.654     0.000     0.588     0.000
 0.0000    0.860     0.000     0.375     0.000
 0.0002    0.983     0.000     0.132     0.000
 0.0010    0.982     0.000    -0.135     0.000
 0.0025    0.851     0.000    -0.385     0.000
 0.0048    0.663     0.000    -0.580     0.000
 0.0079    0.488     0.000    -0.715     0.000
 0.0117    0.352     0.000    -0.805     0.000
 0.0163    0.253     0.000    -0.864     0.000
 0.0220    0.185     0.000    -0.903     0.000
 0.0292    0.140     0.000    -0.927     0.000
 0.0383    0.110     0.000    -0.943     0.000
 0.0502    0.091     0.000    -0.953     0.000
 0.0658    0.074     0.000    -0.962     0.000
 0.0856    0.051     0.000    -0.974     0.000
 0.1078   -0.032     0.000    -1.016     0.000
 0.1309   -0.082     0.000    -1.040     0.000
 0.1547   -0.107     0.000    -1.052     0.000
 0.1790   -0.124     0.000    -1.060     0.000
 0.2039   -0.134     0.000    -1.065     0.000
 0.2291   -0.139     0.000    -1.067     0.000
 0.2545   -0.142     0.000    -1.068     0.000
 0.2803   -0.141     0.000    -1.068     0.000
 0.3062   -0.139     0.000    -1.067     0.000
 0.3322   -0.135     0.000    -1.065     0.000
 0.3584   -0.129     0.000    -1.063     0.000
 0.3848   -0.123     0.000    -1.060     0.000
 0.4112   -0.116     0.000    -1.057     0.000
 0.4377   -0.109     0.000    -1.053     0.000
 0.4643   -0.101     0.000    -1.049     0.000
 0.4909   -0.093     0.000    -1.046     0.000
 0.5176   -0.085     0.000    -1.041     0.000
 0.5444   -0.076     0.000    -1.037     0.000
 0.5712   -0.067     0.000    -1.033     0.000
 0.5980   -0.058     0.000    -1.029     0.000
 0.6249   -0.049     0.000    -1.024     0.000
 0.6518   -0.040     0.000    -1.020     0.000
 0.6787   -0.031     0.000    -1.015     0.000
 0.7056   -0.021     0.000    -1.010     0.000
 0.7326   -0.010     0.000    -1.005     0.000
 0.7595    0.000     0.000    -1.000     0.000
 0.7864    0.012     0.000    -0.994     0.000
 0.8133    0.025     0.000    -0.988     0.000
 0.8402    0.039     0.000    -0.980     0.000
 0.8671    0.055     0.000    -0.972     0.000
 0.8939    0.074     0.000    -0.962     0.000
 0.9204    0.098     0.000    -0.950     0.000
 0.9461    0.128     0.000    -0.934     0.000
 0.9698    0.171     0.000    -0.911     0.000
 0.9896    0.233     0.000    -0.876     0.000
 1.0000    0.410     0.000    -0.768     0.000


