xflr5 v6.44
NACA 0012
T1_Re0.100_M0.00_N9.0
Alpha =   4.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.413     0.000     0.766     0.000
 0.9895    0.211     0.000     0.888     0.000
 0.9698    0.134     0.000     0.931     0.000
 0.9463    0.073     0.000     0.963     0.000
 0.9207    0.027     0.000     0.986     0.000
 0.8943   -0.011     0.000     1.006     0.000
 0.8675   -0.046     0.000     1.023     0.000
 0.8407   -0.075     0.000     1.037     0.000
 0.8139   -0.105     0.000     1.051     0.000
 0.7872   -0.129     0.000     1.063     0.000
 0.7603   -0.156     0.000     1.075     0.000
 0.7335   -0.180     0.000     1.086     0.000
 0.7067   -0.204     0.000     1.097     0.000
 0.6799   -0.229     0.000     1.109     0.000
 0.6532   -0.252     0.000     1.119     0.000
 0.6263   -0.277     0.000     1.130     0.000
 0.5994   -0.302     0.000     1.141     0.000
 0.5725   -0.328     0.000     1.152     0.000
 0.5456   -0.353     0.000     1.163     0.000
 0.5188   -0.381     0.000     1.175     0.000
 0.4920   -0.408     0.000     1.187     0.000
 0.4653   -0.436     0.000     1.199     0.000
 0.4387   -0.468     0.000     1.212     0.000
 0.4121   -0.497     0.000     1.224     0.000
 0.3857   -0.530     0.000     1.237     0.000
 0.3592   -0.565     0.000     1.251     0.000
 0.3329   -0.599     0.000     1.265     0.000
 0.3067   -0.639     0.000     1.280     0.000
 0.2807   -0.677     0.000     1.295     0.000
 0.2549   -0.718     0.000     1.311     0.000
 0.2293   -0.765     0.000     1.329     0.000
 0.2040   -0.813     0.000     1.347     0.000
 0.1791   -0.867     0.000     1.366     0.000
 0.1547   -0.926     0.000     1.388     0.000
 0.1311   -0.991     0.000     1.411     0.000
 0.1086   -1.064     0.000     1.437     0.000
 0.0879   -1.146     0.000     1.465     0.000
 0.0697   -1.240     0.000     1.497     0.000
 0.0544   -1.336     0.000     1.528     0.000
 0.0422   -1.430     0.000     1.559     0.000
 0.0325   -1.534     0.000     1.592     0.000
 0.0248   -1.622     0.000     1.619     0.000
 0.0186   -1.700     0.000     1.643     0.000
 0.0136   -1.765     0.000     1.663     0.000
 0.0096   -1.796     0.000     1.672     0.000
 0.0063   -1.767     0.000     1.664     0.000
 0.0037   -1.639     0.000     1.625     0.000
 0.0019   -1.365     0.000     1.538     0.000
 0.0006   -0.927     0.000     1.388     0.000
 0.0001   -0.390     0.000     1.179     0.000
 0.0001    0.123     0.000     0.936     0.000
 0.0006    0.557     0.000     0.665     0.000
 0.0019    0.849     0.000     0.389     0.000
 0.0037    0.981     0.000     0.139     0.000
 0.0063    0.995     0.000    -0.072     0.000
 0.0096    0.940     0.000    -0.245     0.000
 0.0136    0.852     0.000    -0.384     0.000
 0.0186    0.751     0.000    -0.499     0.000
 0.0248    0.645     0.000    -0.596     0.000
 0.0325    0.539     0.000    -0.679     0.000
 0.0422    0.441     0.000    -0.748     0.000
 0.0544    0.346     0.000    -0.809     0.000
 0.0697    0.260     0.000    -0.860     0.000
 0.0879    0.188     0.000    -0.901     0.000
 0.1086    0.128     0.000    -0.934     0.000
 0.1311    0.080     0.000    -0.959     0.000
 0.1547    0.043     0.000    -0.978     0.000
 0.1791    0.016     0.000    -0.992     0.000
 0.2040   -0.005     0.000    -1.003     0.000
 0.2293   -0.021     0.000    -1.011     0.000
 0.2549   -0.032     0.000    -1.016     0.000
 0.2807   -0.041     0.000    -1.020     0.000
 0.3067   -0.047     0.000    -1.023     0.000
 0.3329   -0.049     0.000    -1.024     0.000
 0.3592   -0.052     0.000    -1.026     0.000
 0.3857   -0.051     0.000    -1.025     0.000
 0.4121   -0.050     0.000    -1.025     0.000
 0.4387   -0.049     0.000    -1.024     0.000
 0.4653   -0.045     0.000    -1.022     0.000
 0.4920   -0.042     0.000    -1.021     0.000
 0.5188   -0.038     0.000    -1.019     0.000
 0.5456   -0.032     0.000    -1.016     0.000
 0.5725   -0.029     0.000    -1.014     0.000
 0.5994   -0.022     0.000    -1.011     0.000
 0.6263   -0.016     0.000    -1.008     0.000
 0.6532   -0.010     0.000    -1.005     0.000
 0.6799   -0.004     0.000    -1.002     0.000
 0.7067    0.004     0.000    -0.998     0.000
 0.7335    0.012     0.000    -0.994     0.000
 0.7603    0.020     0.000    -0.990     0.000
 0.7872    0.031     0.000    -0.985     0.000
 0.8139    0.039     0.000    -0.980     0.000
 0.8407    0.054     0.000    -0.973     0.000
 0.8675    0.067     0.000    -0.966     0.000
 0.8943    0.085     0.000    -0.957     0.000
 0.9207    0.107     0.000    -0.945     0.000
 0.9463    0.135     0.000    -0.930     0.000
 0.9698    0.177     0.000    -0.907     0.000
 0.9895    0.235     0.000    -0.874     0.000
 1.0000    0.413     0.000    -0.766     0.000


