xflr5 v6.44
NACA 0012
T1_Re0.100_M0.00_N9.0
Alpha =   2.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.410     0.000     0.768     0.000
 0.9895    0.213     0.000     0.887     0.000
 0.9698    0.140     0.000     0.927     0.000
 0.9463    0.083     0.000     0.957     0.000
 0.9207    0.041     0.000     0.979     0.000
 0.8943    0.006     0.000     0.997     0.000
 0.8675   -0.025     0.000     1.012     0.000
 0.8407   -0.050     0.000     1.025     0.000
 0.8139   -0.077     0.000     1.038     0.000
 0.7872   -0.097     0.000     1.047     0.000
 0.7603   -0.120     0.000     1.058     0.000
 0.7335   -0.141     0.000     1.068     0.000
 0.7067   -0.161     0.000     1.077     0.000
 0.6799   -0.182     0.000     1.087     0.000
 0.6532   -0.201     0.000     1.096     0.000
 0.6263   -0.221     0.000     1.105     0.000
 0.5994   -0.242     0.000     1.114     0.000
 0.5725   -0.264     0.000     1.124     0.000
 0.5456   -0.283     0.000     1.133     0.000
 0.5188   -0.306     0.000     1.143     0.000
 0.4920   -0.327     0.000     1.152     0.000
 0.4653   -0.350     0.000     1.162     0.000
 0.4387   -0.374     0.000     1.172     0.000
 0.4121   -0.397     0.000     1.182     0.000
 0.3857   -0.422     0.000     1.192     0.000
 0.3592   -0.448     0.000     1.203     0.000
 0.3329   -0.473     0.000     1.214     0.000
 0.3067   -0.502     0.000     1.226     0.000
 0.2807   -0.529     0.000     1.237     0.000
 0.2549   -0.557     0.000     1.248     0.000
 0.2293   -0.589     0.000     1.261     0.000
 0.2040   -0.620     0.000     1.273     0.000
 0.1791   -0.653     0.000     1.286     0.000
 0.1547   -0.689     0.000     1.299     0.000
 0.1311   -0.725     0.000     1.313     0.000
 0.1086   -0.763     0.000     1.328     0.000
 0.0879   -0.801     0.000     1.342     0.000
 0.0697   -0.844     0.000     1.358     0.000
 0.0544   -0.880     0.000     1.371     0.000
 0.0422   -0.908     0.000     1.381     0.000
 0.0325   -0.937     0.000     1.392     0.000
 0.0248   -0.944     0.000     1.394     0.000
 0.0186   -0.936     0.000     1.391     0.000
 0.0136   -0.908     0.000     1.381     0.000
 0.0096   -0.842     0.000     1.357     0.000
 0.0063   -0.722     0.000     1.312     0.000
 0.0037   -0.524     0.000     1.235     0.000
 0.0019   -0.235     0.000     1.111     0.000
 0.0006    0.130     0.000     0.933     0.000
 0.0001    0.496     0.000     0.710     0.000
 0.0001    0.783     0.000     0.466     0.000
 0.0006    0.956     0.000     0.209     0.000
 0.0019    0.998     0.000    -0.040     0.000
 0.0037    0.935     0.000    -0.254     0.000
 0.0063    0.817     0.000    -0.427     0.000
 0.0096    0.682     0.000    -0.564     0.000
 0.0136    0.550     0.000    -0.670     0.000
 0.0186    0.429     0.000    -0.756     0.000
 0.0248    0.318     0.000    -0.826     0.000
 0.0325    0.219     0.000    -0.884     0.000
 0.0422    0.134     0.000    -0.930     0.000
 0.0544    0.057     0.000    -0.971     0.000
 0.0697   -0.008     0.000    -1.004     0.000
 0.0879   -0.058     0.000    -1.029     0.000
 0.1086   -0.098     0.000    -1.048     0.000
 0.1311   -0.128     0.000    -1.062     0.000
 0.1547   -0.148     0.000    -1.072     0.000
 0.1791   -0.161     0.000    -1.078     0.000
 0.2040   -0.169     0.000    -1.081     0.000
 0.2293   -0.174     0.000    -1.084     0.000
 0.2549   -0.175     0.000    -1.084     0.000
 0.2807   -0.175     0.000    -1.084     0.000
 0.3067   -0.172     0.000    -1.083     0.000
 0.3329   -0.167     0.000    -1.080     0.000
 0.3592   -0.162     0.000    -1.078     0.000
 0.3857   -0.155     0.000    -1.075     0.000
 0.4121   -0.148     0.000    -1.071     0.000
 0.4387   -0.141     0.000    -1.068     0.000
 0.4653   -0.132     0.000    -1.064     0.000
 0.4920   -0.123     0.000    -1.060     0.000
 0.5188   -0.115     0.000    -1.056     0.000
 0.5456   -0.105     0.000    -1.051     0.000
 0.5725   -0.097     0.000    -1.047     0.000
 0.5994   -0.086     0.000    -1.042     0.000
 0.6263   -0.076     0.000    -1.037     0.000
 0.6532   -0.066     0.000    -1.033     0.000
 0.6799   -0.056     0.000    -1.028     0.000
 0.7067   -0.045     0.000    -1.022     0.000
 0.7335   -0.034     0.000    -1.017     0.000
 0.7603   -0.022     0.000    -1.011     0.000
 0.7872   -0.008     0.000    -1.004     0.000
 0.8139    0.004     0.000    -0.998     0.000
 0.8407    0.022     0.000    -0.989     0.000
 0.8675    0.038     0.000    -0.981     0.000
 0.8943    0.060     0.000    -0.970     0.000
 0.9207    0.085     0.000    -0.956     0.000
 0.9463    0.118     0.000    -0.939     0.000
 0.9698    0.164     0.000    -0.914     0.000
 0.9895    0.227     0.000    -0.879     0.000
 1.0000    0.410     0.000    -0.768     0.000


