NACA 0012
 1.00000     0.00126
 0.98959     0.00271
 0.96984     0.00541
 0.94620     0.00857
 0.92040     0.01190
 0.89373     0.01525
 0.86678     0.01853
 0.83968     0.02173
 0.81257     0.02483
 0.78543     0.02783
 0.75826     0.03074
 0.73111     0.03354
 0.70393     0.03625
 0.67678     0.03886
 0.64964     0.04136
 0.62251     0.04374
 0.59539     0.04601
 0.56834     0.04815
 0.54130     0.05015
 0.51429     0.05201
 0.48736     0.05372
 0.46046     0.05526
 0.43367     0.05661
 0.40694     0.05776
 0.38029     0.05870
 0.35377     0.05941
 0.32737     0.05985
 0.30113     0.06002
 0.27507     0.05987
 0.24919     0.05939
 0.22360     0.05854
 0.19834     0.05728
 0.17350     0.05557
 0.14928     0.05338
 0.12593     0.05067
 0.10387     0.04746
 0.08374     0.04383
 0.06627     0.03998
 0.05183     0.03610
 0.04026     0.03237
 0.03110     0.02887
 0.02380     0.02556
 0.01792     0.02242
 0.01314     0.01939
 0.00925     0.01641
 0.00610     0.01345
 0.00363     0.01046
 0.00181     0.00745
 0.00063     0.00442
 0.00007     0.00146
 0.00007    -0.00146
 0.00063    -0.00442
 0.00181    -0.00745
 0.00363    -0.01046
 0.00610    -0.01345
 0.00925    -0.01641
 0.01314    -0.01939
 0.01792    -0.02242
 0.02380    -0.02556
 0.03110    -0.02887
 0.04026    -0.03237
 0.05183    -0.03610
 0.06627    -0.03998
 0.08374    -0.04383
 0.10387    -0.04746
 0.12593    -0.05067
 0.14928    -0.05338
 0.17350    -0.05557
 0.19834    -0.05728
 0.22360    -0.05854
 0.24919    -0.05939
 0.27507    -0.05987
 0.30113    -0.06002
 0.32737    -0.05985
 0.35377    -0.05941
 0.38029    -0.05870
 0.40694    -0.05776
 0.43367    -0.05661
 0.46046    -0.05526
 0.48736    -0.05372
 0.51429    -0.05201
 0.54130    -0.05015
 0.56834    -0.04815
 0.59539    -0.04601
 0.62251    -0.04374
 0.64964    -0.04136
 0.67678    -0.03886
 0.70393    -0.03625
 0.73111    -0.03354
 0.75826    -0.03074
 0.78543    -0.02783
 0.81257    -0.02483
 0.83968    -0.02173
 0.86678    -0.01853
 0.89373    -0.01525
 0.92040    -0.01190
 0.94620    -0.00857
 0.96984    -0.00541
 0.98959    -0.00271
 1.00000    -0.00126
