xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =   0.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.409     0.000     0.769     0.000
 0.9896    0.214     0.000     0.886     0.000
 0.9699    0.140     0.000     0.927     0.000
 0.9464    0.085     0.000     0.957     0.000
 0.9209    0.043     0.000     0.978     0.000
 0.8946    0.009     0.000     0.995     0.000
 0.8680   -0.020     0.000     1.010     0.000
 0.8414   -0.045     0.000     1.022     0.000
 0.8147   -0.068     0.000     1.034     0.000
 0.7879   -0.090     0.000     1.044     0.000
 0.7612   -0.110     0.000     1.054     0.000
 0.7345   -0.129     0.000     1.063     0.000
 0.7077   -0.148     0.000     1.071     0.000
 0.6809   -0.166     0.000     1.080     0.000
 0.6542   -0.184     0.000     1.088     0.000
 0.6275   -0.202     0.000     1.096     0.000
 0.6007   -0.220     0.000     1.104     0.000
 0.5740   -0.237     0.000     1.112     0.000
 0.5474   -0.255     0.000     1.120     0.000
 0.5208   -0.274     0.000     1.129     0.000
 0.4942   -0.292     0.000     1.137     0.000
 0.4676   -0.310     0.000     1.145     0.000
 0.4412   -0.329     0.000     1.153     0.000
 0.4147   -0.348     0.000     1.161     0.000
 0.3884   -0.368     0.000     1.169     0.000
 0.3622   -0.387     0.000     1.178     0.000
 0.3361   -0.407     0.000     1.186     0.000
 0.3101   -0.426     0.000     1.194     0.000
 0.2842   -0.446     0.000     1.203     0.000
 0.2586   -0.466     0.000     1.211     0.000
 0.2331   -0.486     0.000     1.219     0.000
 0.2080   -0.505     0.000     1.227     0.000
 0.1832   -0.524     0.000     1.234     0.000
 0.1589   -0.542     0.000     1.242     0.000
 0.1353   -0.559     0.000     1.248     0.000
 0.1127   -0.574     0.000     1.254     0.000
 0.0917   -0.585     0.000     1.259     0.000
 0.0729   -0.592     0.000     1.262     0.000
 0.0570   -0.592     0.000     1.262     0.000
 0.0442   -0.584     0.000     1.258     0.000
 0.0340   -0.564     0.000     1.251     0.000
 0.0259   -0.530     0.000     1.237     0.000
 0.0195   -0.479     0.000     1.216     0.000
 0.0143   -0.404     0.000     1.185     0.000
 0.0101   -0.296     0.000     1.138     0.000
 0.0067   -0.143     0.000     1.069     0.000
 0.0041    0.061     0.000     0.969     0.000
 0.0021    0.321     0.000     0.824     0.000
 0.0008    0.601     0.000     0.631     0.000
 0.0001    0.839     0.000     0.402     0.000
 0.0000    0.974     0.000     0.160     0.000
 0.0005    0.992     0.000    -0.087     0.000
 0.0017    0.897     0.000    -0.321     0.000
 0.0035    0.733     0.000    -0.517     0.000
 0.0059    0.555     0.000    -0.667     0.000
 0.0091    0.389     0.000    -0.782     0.000
 0.0131    0.247     0.000    -0.868     0.000
 0.0181    0.129     0.000    -0.934     0.000
 0.0242    0.030     0.000    -0.985     0.000
 0.0319   -0.050     0.000    -1.025     0.000
 0.0415   -0.117     0.000    -1.057     0.000
 0.0538   -0.170     0.000    -1.082     0.000
 0.0690   -0.211     0.000    -1.101     0.000
 0.0872   -0.241     0.000    -1.114     0.000
 0.1078   -0.261     0.000    -1.123     0.000
 0.1302   -0.272     0.000    -1.128     0.000
 0.1537   -0.277     0.000    -1.130     0.000
 0.1780   -0.277     0.000    -1.130     0.000
 0.2028   -0.274     0.000    -1.129     0.000
 0.2280   -0.269     0.000    -1.126     0.000
 0.2535   -0.261     0.000    -1.123     0.000
 0.2793   -0.252     0.000    -1.119     0.000
 0.3052   -0.242     0.000    -1.115     0.000
 0.3313   -0.232     0.000    -1.110     0.000
 0.3576   -0.220     0.000    -1.105     0.000
 0.3839   -0.209     0.000    -1.099     0.000
 0.4104   -0.197     0.000    -1.094     0.000
 0.4369   -0.185     0.000    -1.088     0.000
 0.4635   -0.172     0.000    -1.083     0.000
 0.4902   -0.160     0.000    -1.077     0.000
 0.5170   -0.148     0.000    -1.071     0.000
 0.5438   -0.136     0.000    -1.066     0.000
 0.5706   -0.123     0.000    -1.060     0.000
 0.5975   -0.111     0.000    -1.054     0.000
 0.6244   -0.099     0.000    -1.048     0.000
 0.6513   -0.087     0.000    -1.042     0.000
 0.6783   -0.074     0.000    -1.036     0.000
 0.7052   -0.061     0.000    -1.030     0.000
 0.7322   -0.048     0.000    -1.024     0.000
 0.7591   -0.035     0.000    -1.017     0.000
 0.7861   -0.020     0.000    -1.010     0.000
 0.8131   -0.005     0.000    -1.002     0.000
 0.8400    0.012     0.000    -0.994     0.000
 0.8669    0.031     0.000    -0.984     0.000
 0.8937    0.054     0.000    -0.973     0.000
 0.9202    0.080     0.000    -0.959     0.000
 0.9460    0.114     0.000    -0.941     0.000
 0.9697    0.160     0.000    -0.916     0.000
 0.9895    0.226     0.000    -0.880     0.000
 1.0000    0.409     0.000    -0.769     0.000


