xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =  -0.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.409     0.000     0.769     0.000
 0.9896    0.217     0.000     0.885     0.000
 0.9699    0.144     0.000     0.925     0.000
 0.9464    0.091     0.000     0.953     0.000
 0.9209    0.052     0.000     0.974     0.000
 0.8946    0.019     0.000     0.990     0.000
 0.8680   -0.008     0.000     1.004     0.000
 0.8414   -0.031     0.000     1.016     0.000
 0.8147   -0.053     0.000     1.026     0.000
 0.7879   -0.072     0.000     1.035     0.000
 0.7612   -0.090     0.000     1.044     0.000
 0.7345   -0.108     0.000     1.053     0.000
 0.7077   -0.125     0.000     1.061     0.000
 0.6809   -0.141     0.000     1.068     0.000
 0.6542   -0.157     0.000     1.076     0.000
 0.6275   -0.173     0.000     1.083     0.000
 0.6007   -0.188     0.000     1.090     0.000
 0.5740   -0.204     0.000     1.097     0.000
 0.5474   -0.219     0.000     1.104     0.000
 0.5208   -0.235     0.000     1.111     0.000
 0.4942   -0.251     0.000     1.118     0.000
 0.4676   -0.266     0.000     1.125     0.000
 0.4412   -0.282     0.000     1.132     0.000
 0.4147   -0.298     0.000     1.139     0.000
 0.3884   -0.314     0.000     1.146     0.000
 0.3622   -0.329     0.000     1.153     0.000
 0.3361   -0.345     0.000     1.160     0.000
 0.3101   -0.360     0.000     1.166     0.000
 0.2842   -0.374     0.000     1.172     0.000
 0.2586   -0.388     0.000     1.178     0.000
 0.2331   -0.402     0.000     1.184     0.000
 0.2080   -0.414     0.000     1.189     0.000
 0.1832   -0.424     0.000     1.193     0.000
 0.1589   -0.432     0.000     1.197     0.000
 0.1353   -0.438     0.000     1.199     0.000
 0.1127   -0.439     0.000     1.200     0.000
 0.0917   -0.434     0.000     1.198     0.000
 0.0729   -0.422     0.000     1.193     0.000
 0.0570   -0.401     0.000     1.184     0.000
 0.0442   -0.369     0.000     1.170     0.000
 0.0340   -0.325     0.000     1.151     0.000
 0.0259   -0.266     0.000     1.125     0.000
 0.0195   -0.190     0.000     1.091     0.000
 0.0143   -0.092     0.000     1.045     0.000
 0.0101    0.036     0.000     0.982     0.000
 0.0067    0.199     0.000     0.895     0.000
 0.0041    0.398     0.000     0.776     0.000
 0.0021    0.625     0.000     0.612     0.000
 0.0008    0.836     0.000     0.404     0.000
 0.0001    0.972     0.000     0.167     0.000
 0.0000    0.994     0.000    -0.075     0.000
 0.0005    0.900     0.000    -0.317     0.000
 0.0017    0.711     0.000    -0.538     0.000
 0.0035    0.489     0.000    -0.715     0.000
 0.0059    0.283     0.000    -0.847     0.000
 0.0091    0.112     0.000    -0.943     0.000
 0.0131   -0.023     0.000    -1.011     0.000
 0.0181   -0.128     0.000    -1.062     0.000
 0.0242   -0.209     0.000    -1.099     0.000
 0.0319   -0.270     0.000    -1.127     0.000
 0.0415   -0.317     0.000    -1.148     0.000
 0.0538   -0.351     0.000    -1.162     0.000
 0.0690   -0.373     0.000    -1.172     0.000
 0.0872   -0.385     0.000    -1.177     0.000
 0.1078   -0.390     0.000    -1.179     0.000
 0.1302   -0.388     0.000    -1.178     0.000
 0.1537   -0.382     0.000    -1.176     0.000
 0.1780   -0.373     0.000    -1.172     0.000
 0.2028   -0.362     0.000    -1.167     0.000
 0.2280   -0.350     0.000    -1.162     0.000
 0.2535   -0.336     0.000    -1.156     0.000
 0.2793   -0.322     0.000    -1.150     0.000
 0.3052   -0.307     0.000    -1.143     0.000
 0.3313   -0.292     0.000    -1.137     0.000
 0.3576   -0.277     0.000    -1.130     0.000
 0.3839   -0.261     0.000    -1.123     0.000
 0.4104   -0.246     0.000    -1.116     0.000
 0.4369   -0.231     0.000    -1.109     0.000
 0.4635   -0.216     0.000    -1.103     0.000
 0.4902   -0.201     0.000    -1.096     0.000
 0.5170   -0.186     0.000    -1.089     0.000
 0.5438   -0.171     0.000    -1.082     0.000
 0.5706   -0.157     0.000    -1.076     0.000
 0.5975   -0.142     0.000    -1.069     0.000
 0.6244   -0.128     0.000    -1.062     0.000
 0.6513   -0.114     0.000    -1.055     0.000
 0.6783   -0.099     0.000    -1.048     0.000
 0.7052   -0.085     0.000    -1.041     0.000
 0.7322   -0.070     0.000    -1.034     0.000
 0.7591   -0.054     0.000    -1.027     0.000
 0.7861   -0.038     0.000    -1.019     0.000
 0.8131   -0.021     0.000    -1.010     0.000
 0.8400   -0.002     0.000    -1.001     0.000
 0.8669    0.019     0.000    -0.991     0.000
 0.8937    0.043     0.000    -0.979     0.000
 0.9202    0.071     0.000    -0.964     0.000
 0.9460    0.107     0.000    -0.945     0.000
 0.9697    0.155     0.000    -0.919     0.000
 0.9895    0.223     0.000    -0.882     0.000
 1.0000    0.409     0.000    -0.769     0.000


