xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =   1.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.409     0.000     0.769     0.000
 0.9896    0.213     0.000     0.887     0.000
 0.9699    0.138     0.000     0.928     0.000
 0.9464    0.082     0.000     0.958     0.000
 0.9209    0.039     0.000     0.980     0.000
 0.8946    0.004     0.000     0.998     0.000
 0.8680   -0.026     0.000     1.013     0.000
 0.8414   -0.052     0.000     1.026     0.000
 0.8147   -0.076     0.000     1.037     0.000
 0.7879   -0.098     0.000     1.048     0.000
 0.7612   -0.119     0.000     1.058     0.000
 0.7345   -0.140     0.000     1.068     0.000
 0.7077   -0.159     0.000     1.077     0.000
 0.6809   -0.178     0.000     1.086     0.000
 0.6542   -0.197     0.000     1.094     0.000
 0.6275   -0.216     0.000     1.103     0.000
 0.6007   -0.235     0.000     1.111     0.000
 0.5740   -0.254     0.000     1.120     0.000
 0.5474   -0.273     0.000     1.128     0.000
 0.5208   -0.293     0.000     1.137     0.000
 0.4942   -0.312     0.000     1.146     0.000
 0.4676   -0.332     0.000     1.154     0.000
 0.4412   -0.353     0.000     1.163     0.000
 0.4147   -0.374     0.000     1.172     0.000
 0.3884   -0.395     0.000     1.181     0.000
 0.3622   -0.416     0.000     1.190     0.000
 0.3361   -0.438     0.000     1.199     0.000
 0.3101   -0.460     0.000     1.208     0.000
 0.2842   -0.483     0.000     1.218     0.000
 0.2586   -0.505     0.000     1.227     0.000
 0.2331   -0.528     0.000     1.236     0.000
 0.2080   -0.551     0.000     1.246     0.000
 0.1832   -0.575     0.000     1.255     0.000
 0.1589   -0.598     0.000     1.264     0.000
 0.1353   -0.621     0.000     1.273     0.000
 0.1127   -0.643     0.000     1.282     0.000
 0.0917   -0.663     0.000     1.290     0.000
 0.0729   -0.680     0.000     1.296     0.000
 0.0570   -0.692     0.000     1.301     0.000
 0.0442   -0.696     0.000     1.302     0.000
 0.0340   -0.690     0.000     1.300     0.000
 0.0259   -0.671     0.000     1.293     0.000
 0.0195   -0.635     0.000     1.278     0.000
 0.0143   -0.574     0.000     1.255     0.000
 0.0101   -0.480     0.000     1.216     0.000
 0.0067   -0.337     0.000     1.156     0.000
 0.0041   -0.136     0.000     1.066     0.000
 0.0021    0.135     0.000     0.930     0.000
 0.0008    0.445     0.000     0.745     0.000
 0.0001    0.731     0.000     0.519     0.000
 0.0000    0.923     0.000     0.278     0.000
 0.0005    0.999     0.000     0.028     0.000
 0.0017    0.955     0.000    -0.213     0.000
 0.0035    0.826     0.000    -0.417     0.000
 0.0059    0.666     0.000    -0.578     0.000
 0.0091    0.508     0.000    -0.701     0.000
 0.0131    0.367     0.000    -0.796     0.000
 0.0181    0.245     0.000    -0.869     0.000
 0.0242    0.140     0.000    -0.927     0.000
 0.0319    0.052     0.000    -0.974     0.000
 0.0415   -0.023     0.000    -1.011     0.000
 0.0538   -0.085     0.000    -1.041     0.000
 0.0690   -0.134     0.000    -1.065     0.000
 0.0872   -0.172     0.000    -1.082     0.000
 0.1078   -0.198     0.000    -1.095     0.000
 0.1302   -0.215     0.000    -1.102     0.000
 0.1537   -0.225     0.000    -1.107     0.000
 0.1780   -0.230     0.000    -1.109     0.000
 0.2028   -0.231     0.000    -1.109     0.000
 0.2280   -0.229     0.000    -1.108     0.000
 0.2535   -0.224     0.000    -1.106     0.000
 0.2793   -0.218     0.000    -1.104     0.000
 0.3052   -0.210     0.000    -1.100     0.000
 0.3313   -0.202     0.000    -1.096     0.000
 0.3576   -0.192     0.000    -1.092     0.000
 0.3839   -0.183     0.000    -1.087     0.000
 0.4104   -0.172     0.000    -1.083     0.000
 0.4369   -0.162     0.000    -1.078     0.000
 0.4635   -0.151     0.000    -1.073     0.000
 0.4902   -0.140     0.000    -1.068     0.000
 0.5170   -0.129     0.000    -1.063     0.000
 0.5438   -0.118     0.000    -1.057     0.000
 0.5706   -0.107     0.000    -1.052     0.000
 0.5975   -0.096     0.000    -1.047     0.000
 0.6244   -0.084     0.000    -1.041     0.000
 0.6513   -0.073     0.000    -1.036     0.000
 0.6783   -0.061     0.000    -1.030     0.000
 0.7052   -0.050     0.000    -1.024     0.000
 0.7322   -0.037     0.000    -1.018     0.000
 0.7591   -0.024     0.000    -1.012     0.000
 0.7861   -0.011     0.000    -1.005     0.000
 0.8131    0.004     0.000    -0.998     0.000
 0.8400    0.020     0.000    -0.990     0.000
 0.8669    0.038     0.000    -0.981     0.000
 0.8937    0.059     0.000    -0.970     0.000
 0.9202    0.085     0.000    -0.957     0.000
 0.9460    0.118     0.000    -0.939     0.000
 0.9697    0.163     0.000    -0.915     0.000
 0.9895    0.227     0.000    -0.879     0.000
 1.0000    0.409     0.000    -0.769     0.000


