NACA 0012
 0.54325    -0.05001
 0.55209    -0.04937
 0.56094    -0.04871
 0.56980    -0.04804
 0.57865    -0.04735
 0.58751    -0.04665
 0.59638    -0.04593
 0.60525    -0.04520
 0.61412    -0.04446
 0.62299    -0.04370
 0.63186    -0.04293
 0.64074    -0.04215
 0.64962    -0.04136
 0.65850    -0.04055
 0.66738    -0.03974
 0.67627    -0.03891
 0.68515    -0.03807
 0.69404    -0.03722
 0.70293    -0.03635
 0.71182    -0.03548
 0.72070    -0.03460
 0.72959    -0.03370
 0.73848    -0.03279
 0.74737    -0.03188
 0.75626    -0.03095
 0.76514    -0.03001
 0.77403    -0.02906
 0.78292    -0.02810
 0.79180    -0.02713
 0.80068    -0.02616
 0.80956    -0.02517
 0.81844    -0.02417
 0.82732    -0.02316
 0.83619    -0.02213
 0.84506    -0.02110
 0.85393    -0.02006
 0.86279    -0.01901
 0.87164    -0.01795
 0.88048    -0.01688
 0.88930    -0.01580
 0.89810    -0.01471
 0.90687    -0.01362
 0.91559    -0.01252
 0.92425    -0.01141
 0.93282    -0.01031
 0.94125    -0.00922
 0.94950    -0.00813
 0.95751    -0.00707
 0.96521    -0.00604
 0.97251    -0.00505
 0.97935    -0.00412
 0.98569    -0.00325
 0.99149    -0.00245
 0.99676    -0.00171
 1.00000    -0.00126
