xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =   4.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.414     0.000     0.766     0.000
 0.9896    0.210     0.000     0.889     0.000
 0.9699    0.128     0.000     0.934     0.000
 0.9464    0.065     0.000     0.967     0.000
 0.9209    0.015     0.000     0.992     0.000
 0.8946   -0.027     0.000     1.013     0.000
 0.8680   -0.063     0.000     1.031     0.000
 0.8414   -0.096     0.000     1.047     0.000
 0.8147   -0.126     0.000     1.061     0.000
 0.7879   -0.155     0.000     1.075     0.000
 0.7612   -0.182     0.000     1.087     0.000
 0.7345   -0.209     0.000     1.100     0.000
 0.7077   -0.235     0.000     1.111     0.000
 0.6809   -0.262     0.000     1.123     0.000
 0.6542   -0.288     0.000     1.135     0.000
 0.6275   -0.314     0.000     1.146     0.000
 0.6007   -0.341     0.000     1.158     0.000
 0.5740   -0.368     0.000     1.170     0.000
 0.5474   -0.396     0.000     1.182     0.000
 0.5208   -0.425     0.000     1.194     0.000
 0.4942   -0.455     0.000     1.206     0.000
 0.4676   -0.486     0.000     1.219     0.000
 0.4412   -0.518     0.000     1.232     0.000
 0.4147   -0.551     0.000     1.245     0.000
 0.3884   -0.585     0.000     1.259     0.000
 0.3622   -0.622     0.000     1.273     0.000
 0.3361   -0.660     0.000     1.288     0.000
 0.3101   -0.700     0.000     1.304     0.000
 0.2842   -0.742     0.000     1.320     0.000
 0.2586   -0.787     0.000     1.337     0.000
 0.2331   -0.836     0.000     1.355     0.000
 0.2080   -0.888     0.000     1.374     0.000
 0.1832   -0.946     0.000     1.395     0.000
 0.1589   -1.009     0.000     1.417     0.000
 0.1353   -1.080     0.000     1.442     0.000
 0.1127   -1.161     0.000     1.470     0.000
 0.0917   -1.252     0.000     1.501     0.000
 0.0729   -1.355     0.000     1.535     0.000
 0.0570   -1.468     0.000     1.571     0.000
 0.0442   -1.585     0.000     1.608     0.000
 0.0340   -1.705     0.000     1.645     0.000
 0.0259   -1.822     0.000     1.680     0.000
 0.0195   -1.933     0.000     1.713     0.000
 0.0143   -2.030     0.000     1.741     0.000
 0.0101   -2.098     0.000     1.760     0.000
 0.0067   -2.107     0.000     1.763     0.000
 0.0041   -2.027     0.000     1.740     0.000
 0.0021   -1.785     0.000     1.669     0.000
 0.0008   -1.363     0.000     1.537     0.000
 0.0001   -0.791     0.000     1.338     0.000
 0.0000   -0.215     0.000     1.102     0.000
 0.0005    0.307     0.000     0.832     0.000
 0.0017    0.703     0.000     0.545     0.000
 0.0035    0.923     0.000     0.278     0.000
 0.0059    0.997     0.000     0.051     0.000
 0.0091    0.981     0.000    -0.137     0.000
 0.0131    0.916     0.000    -0.290     0.000
 0.0181    0.826     0.000    -0.417     0.000
 0.0242    0.726     0.000    -0.523     0.000
 0.0319    0.624     0.000    -0.613     0.000
 0.0415    0.523     0.000    -0.691     0.000
 0.0538    0.427     0.000    -0.757     0.000
 0.0690    0.338     0.000    -0.813     0.000
 0.0872    0.262     0.000    -0.859     0.000
 0.1078    0.199     0.000    -0.895     0.000
 0.1302    0.148     0.000    -0.923     0.000
 0.1537    0.109     0.000    -0.944     0.000
 0.1780    0.079     0.000    -0.960     0.000
 0.2028    0.056     0.000    -0.972     0.000
 0.2280    0.038     0.000    -0.981     0.000
 0.2535    0.024     0.000    -0.988     0.000
 0.2793    0.014     0.000    -0.993     0.000
 0.3052    0.007     0.000    -0.997     0.000
 0.3313    0.002     0.000    -0.999     0.000
 0.3576   -0.001     0.000    -1.001     0.000
 0.3839   -0.003     0.000    -1.001     0.000
 0.4104   -0.003     0.000    -1.002     0.000
 0.4369   -0.003     0.000    -1.001     0.000
 0.4635   -0.001     0.000    -1.001     0.000
 0.4902    0.001     0.000    -0.999     0.000
 0.5170    0.004     0.000    -0.998     0.000
 0.5438    0.007     0.000    -0.996     0.000
 0.5706    0.011     0.000    -0.994     0.000
 0.5975    0.015     0.000    -0.992     0.000
 0.6244    0.020     0.000    -0.990     0.000
 0.6513    0.025     0.000    -0.988     0.000
 0.6783    0.030     0.000    -0.985     0.000
 0.7052    0.036     0.000    -0.982     0.000
 0.7322    0.042     0.000    -0.979     0.000
 0.7591    0.049     0.000    -0.975     0.000
 0.7861    0.057     0.000    -0.971     0.000
 0.8131    0.065     0.000    -0.967     0.000
 0.8400    0.076     0.000    -0.961     0.000
 0.8669    0.088     0.000    -0.955     0.000
 0.8937    0.103     0.000    -0.947     0.000
 0.9202    0.122     0.000    -0.937     0.000
 0.9460    0.148     0.000    -0.923     0.000
 0.9697    0.186     0.000    -0.902     0.000
 0.9895    0.243     0.000    -0.870     0.000
 1.0000    0.414     0.000    -0.766     0.000


