xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =   1.5,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.410     0.000     0.768     0.000
 0.9896    0.212     0.000     0.887     0.000
 0.9699    0.136     0.000     0.929     0.000
 0.9464    0.079     0.000     0.960     0.000
 0.9209    0.035     0.000     0.982     0.000
 0.8946   -0.001     0.000     1.000     0.000
 0.8680   -0.031     0.000     1.016     0.000
 0.8414   -0.059     0.000     1.029     0.000
 0.8147   -0.084     0.000     1.041     0.000
 0.7879   -0.107     0.000     1.052     0.000
 0.7612   -0.129     0.000     1.062     0.000
 0.7345   -0.150     0.000     1.072     0.000
 0.7077   -0.170     0.000     1.082     0.000
 0.6809   -0.191     0.000     1.091     0.000
 0.6542   -0.211     0.000     1.100     0.000
 0.6275   -0.231     0.000     1.109     0.000
 0.6007   -0.251     0.000     1.118     0.000
 0.5740   -0.271     0.000     1.127     0.000
 0.5474   -0.291     0.000     1.136     0.000
 0.5208   -0.312     0.000     1.145     0.000
 0.4942   -0.333     0.000     1.155     0.000
 0.4676   -0.354     0.000     1.164     0.000
 0.4412   -0.376     0.000     1.173     0.000
 0.4147   -0.399     0.000     1.183     0.000
 0.3884   -0.422     0.000     1.192     0.000
 0.3622   -0.445     0.000     1.202     0.000
 0.3361   -0.469     0.000     1.212     0.000
 0.3101   -0.494     0.000     1.222     0.000
 0.2842   -0.519     0.000     1.233     0.000
 0.2586   -0.545     0.000     1.243     0.000
 0.2331   -0.571     0.000     1.253     0.000
 0.2080   -0.598     0.000     1.264     0.000
 0.1832   -0.626     0.000     1.275     0.000
 0.1589   -0.654     0.000     1.286     0.000
 0.1353   -0.684     0.000     1.298     0.000
 0.1127   -0.713     0.000     1.309     0.000
 0.0917   -0.743     0.000     1.320     0.000
 0.0729   -0.771     0.000     1.331     0.000
 0.0570   -0.795     0.000     1.340     0.000
 0.0442   -0.813     0.000     1.346     0.000
 0.0340   -0.822     0.000     1.350     0.000
 0.0259   -0.818     0.000     1.348     0.000
 0.0195   -0.798     0.000     1.341     0.000
 0.0143   -0.754     0.000     1.324     0.000
 0.0101   -0.676     0.000     1.294     0.000
 0.0067   -0.545     0.000     1.243     0.000
 0.0041   -0.351     0.000     1.162     0.000
 0.0021   -0.073     0.000     1.036     0.000
 0.0008    0.263     0.000     0.858     0.000
 0.0001    0.595     0.000     0.636     0.000
 0.0000    0.843     0.000     0.396     0.000
 0.0005    0.980     0.000     0.143     0.000
 0.0017    0.989     0.000    -0.104     0.000
 0.0035    0.899     0.000    -0.318     0.000
 0.0059    0.762     0.000    -0.488     0.000
 0.0091    0.615     0.000    -0.621     0.000
 0.0131    0.476     0.000    -0.724     0.000
 0.0181    0.352     0.000    -0.805     0.000
 0.0242    0.244     0.000    -0.870     0.000
 0.0319    0.149     0.000    -0.922     0.000
 0.0415    0.068     0.000    -0.966     0.000
 0.0538   -0.002     0.000    -1.001     0.000
 0.0690   -0.059     0.000    -1.029     0.000
 0.0872   -0.104     0.000    -1.051     0.000
 0.1078   -0.137     0.000    -1.066     0.000
 0.1302   -0.160     0.000    -1.077     0.000
 0.1537   -0.175     0.000    -1.084     0.000
 0.1780   -0.184     0.000    -1.088     0.000
 0.2028   -0.188     0.000    -1.090     0.000
 0.2280   -0.189     0.000    -1.090     0.000
 0.2535   -0.187     0.000    -1.090     0.000
 0.2793   -0.184     0.000    -1.088     0.000
 0.3052   -0.178     0.000    -1.086     0.000
 0.3313   -0.172     0.000    -1.083     0.000
 0.3576   -0.165     0.000    -1.079     0.000
 0.3839   -0.156     0.000    -1.075     0.000
 0.4104   -0.148     0.000    -1.071     0.000
 0.4369   -0.139     0.000    -1.067     0.000
 0.4635   -0.129     0.000    -1.063     0.000
 0.4902   -0.120     0.000    -1.058     0.000
 0.5170   -0.110     0.000    -1.054     0.000
 0.5438   -0.100     0.000    -1.049     0.000
 0.5706   -0.090     0.000    -1.044     0.000
 0.5975   -0.080     0.000    -1.039     0.000
 0.6244   -0.070     0.000    -1.034     0.000
 0.6513   -0.059     0.000    -1.029     0.000
 0.6783   -0.049     0.000    -1.024     0.000
 0.7052   -0.038     0.000    -1.019     0.000
 0.7322   -0.026     0.000    -1.013     0.000
 0.7591   -0.014     0.000    -1.007     0.000
 0.7861   -0.002     0.000    -1.001     0.000
 0.8131    0.012     0.000    -0.994     0.000
 0.8400    0.028     0.000    -0.986     0.000
 0.8669    0.045     0.000    -0.977     0.000
 0.8937    0.065     0.000    -0.967     0.000
 0.9202    0.090     0.000    -0.954     0.000
 0.9460    0.122     0.000    -0.937     0.000
 0.9697    0.166     0.000    -0.913     0.000
 0.9895    0.229     0.000    -0.878     0.000
 1.0000    0.410     0.000    -0.768     0.000


