xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =  -2.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.409     0.000     0.769     0.000
 0.9896    0.221     0.000     0.883     0.000
 0.9699    0.152     0.000     0.921     0.000
 0.9464    0.102     0.000     0.948     0.000
 0.9209    0.065     0.000     0.967     0.000
 0.8946    0.036     0.000     0.982     0.000
 0.8680    0.012     0.000     0.994     0.000
 0.8414   -0.009     0.000     1.005     0.000
 0.8147   -0.028     0.000     1.014     0.000
 0.7879   -0.045     0.000     1.022     0.000
 0.7612   -0.060     0.000     1.030     0.000
 0.7345   -0.075     0.000     1.037     0.000
 0.7077   -0.089     0.000     1.044     0.000
 0.6809   -0.103     0.000     1.050     0.000
 0.6542   -0.116     0.000     1.056     0.000
 0.6275   -0.128     0.000     1.062     0.000
 0.6007   -0.141     0.000     1.068     0.000
 0.5740   -0.153     0.000     1.074     0.000
 0.5474   -0.165     0.000     1.079     0.000
 0.5208   -0.177     0.000     1.085     0.000
 0.4942   -0.189     0.000     1.090     0.000
 0.4676   -0.200     0.000     1.096     0.000
 0.4412   -0.212     0.000     1.101     0.000
 0.4147   -0.223     0.000     1.106     0.000
 0.3884   -0.233     0.000     1.110     0.000
 0.3622   -0.243     0.000     1.115     0.000
 0.3361   -0.253     0.000     1.119     0.000
 0.3101   -0.261     0.000     1.123     0.000
 0.2842   -0.268     0.000     1.126     0.000
 0.2586   -0.274     0.000     1.129     0.000
 0.2331   -0.279     0.000     1.131     0.000
 0.2080   -0.280     0.000     1.132     0.000
 0.1832   -0.279     0.000     1.131     0.000
 0.1589   -0.274     0.000     1.129     0.000
 0.1353   -0.264     0.000     1.124     0.000
 0.1127   -0.247     0.000     1.117     0.000
 0.0917   -0.221     0.000     1.105     0.000
 0.0729   -0.184     0.000     1.088     0.000
 0.0570   -0.135     0.000     1.066     0.000
 0.0442   -0.075     0.000     1.037     0.000
 0.0340   -0.002     0.000     1.001     0.000
 0.0259    0.084     0.000     0.957     0.000
 0.0195    0.185     0.000     0.903     0.000
 0.0143    0.304     0.000     0.834     0.000
 0.0101    0.442     0.000     0.747     0.000
 0.0067    0.600     0.000     0.633     0.000
 0.0041    0.765     0.000     0.485     0.000
 0.0021    0.913     0.000     0.294     0.000
 0.0008    0.996     0.000     0.064     0.000
 0.0001    0.966     0.000    -0.185     0.000
 0.0000    0.816     0.000    -0.429     0.000
 0.0005    0.563     0.000    -0.661     0.000
 0.0017    0.257     0.000    -0.862     0.000
 0.0035   -0.025     0.000    -1.012     0.000
 0.0059   -0.243     0.000    -1.115     0.000
 0.0091   -0.400     0.000    -1.183     0.000
 0.0131   -0.504     0.000    -1.227     0.000
 0.0181   -0.573     0.000    -1.254     0.000
 0.0242   -0.615     0.000    -1.271     0.000
 0.0319   -0.638     0.000    -1.280     0.000
 0.0415   -0.646     0.000    -1.283     0.000
 0.0538   -0.643     0.000    -1.282     0.000
 0.0690   -0.632     0.000    -1.278     0.000
 0.0872   -0.615     0.000    -1.271     0.000
 0.1078   -0.594     0.000    -1.262     0.000
 0.1302   -0.570     0.000    -1.253     0.000
 0.1537   -0.546     0.000    -1.244     0.000
 0.1780   -0.522     0.000    -1.234     0.000
 0.2028   -0.498     0.000    -1.224     0.000
 0.2280   -0.475     0.000    -1.214     0.000
 0.2535   -0.451     0.000    -1.205     0.000
 0.2793   -0.428     0.000    -1.195     0.000
 0.3052   -0.406     0.000    -1.186     0.000
 0.3313   -0.384     0.000    -1.176     0.000
 0.3576   -0.362     0.000    -1.167     0.000
 0.3839   -0.341     0.000    -1.158     0.000
 0.4104   -0.320     0.000    -1.149     0.000
 0.4369   -0.300     0.000    -1.140     0.000
 0.4635   -0.280     0.000    -1.132     0.000
 0.4902   -0.261     0.000    -1.123     0.000
 0.5170   -0.243     0.000    -1.115     0.000
 0.5438   -0.224     0.000    -1.106     0.000
 0.5706   -0.206     0.000    -1.098     0.000
 0.5975   -0.188     0.000    -1.090     0.000
 0.6244   -0.171     0.000    -1.082     0.000
 0.6513   -0.154     0.000    -1.074     0.000
 0.6783   -0.136     0.000    -1.066     0.000
 0.7052   -0.119     0.000    -1.058     0.000
 0.7322   -0.101     0.000    -1.049     0.000
 0.7591   -0.083     0.000    -1.041     0.000
 0.7861   -0.064     0.000    -1.032     0.000
 0.8131   -0.045     0.000    -1.022     0.000
 0.8400   -0.023     0.000    -1.012     0.000
 0.8669    0.000     0.000    -1.000     0.000
 0.8937    0.027     0.000    -0.986     0.000
 0.9202    0.058     0.000    -0.970     0.000
 0.9460    0.097     0.000    -0.950     0.000
 0.9697    0.148     0.000    -0.923     0.000
 0.9895    0.219     0.000    -0.884     0.000
 1.0000    0.409     0.000    -0.769     0.000


