xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =   3.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.411     0.000     0.767     0.000
 0.9896    0.211     0.000     0.888     0.000
 0.9699    0.131     0.000     0.932     0.000
 0.9464    0.071     0.000     0.964     0.000
 0.9209    0.024     0.000     0.988     0.000
 0.8946   -0.014     0.000     1.007     0.000
 0.8680   -0.048     0.000     1.024     0.000
 0.8414   -0.078     0.000     1.038     0.000
 0.8147   -0.106     0.000     1.051     0.000
 0.7879   -0.131     0.000     1.064     0.000
 0.7612   -0.156     0.000     1.075     0.000
 0.7345   -0.180     0.000     1.086     0.000
 0.7077   -0.204     0.000     1.097     0.000
 0.6809   -0.227     0.000     1.108     0.000
 0.6542   -0.250     0.000     1.118     0.000
 0.6275   -0.273     0.000     1.128     0.000
 0.6007   -0.296     0.000     1.139     0.000
 0.5740   -0.320     0.000     1.149     0.000
 0.5474   -0.344     0.000     1.159     0.000
 0.5208   -0.369     0.000     1.170     0.000
 0.4942   -0.394     0.000     1.181     0.000
 0.4676   -0.420     0.000     1.192     0.000
 0.4412   -0.447     0.000     1.203     0.000
 0.4147   -0.475     0.000     1.214     0.000
 0.3884   -0.504     0.000     1.226     0.000
 0.3622   -0.533     0.000     1.238     0.000
 0.3361   -0.564     0.000     1.251     0.000
 0.3101   -0.596     0.000     1.263     0.000
 0.2842   -0.630     0.000     1.277     0.000
 0.2586   -0.665     0.000     1.290     0.000
 0.2331   -0.702     0.000     1.305     0.000
 0.2080   -0.742     0.000     1.320     0.000
 0.1832   -0.783     0.000     1.335     0.000
 0.1589   -0.829     0.000     1.352     0.000
 0.1353   -0.878     0.000     1.370     0.000
 0.1127   -0.932     0.000     1.390     0.000
 0.0917   -0.991     0.000     1.411     0.000
 0.0729   -1.054     0.000     1.433     0.000
 0.0570   -1.119     0.000     1.456     0.000
 0.0442   -1.184     0.000     1.478     0.000
 0.0340   -1.243     0.000     1.498     0.000
 0.0259   -1.294     0.000     1.515     0.000
 0.0195   -1.332     0.000     1.527     0.000
 0.0143   -1.350     0.000     1.533     0.000
 0.0101   -1.334     0.000     1.528     0.000
 0.0067   -1.260     0.000     1.503     0.000
 0.0041   -1.107     0.000     1.452     0.000
 0.0021   -0.830     0.000     1.353     0.000
 0.0008   -0.436     0.000     1.198     0.000
 0.0001    0.024     0.000     0.988     0.000
 0.0000    0.438     0.000     0.749     0.000
 0.0005    0.762     0.000     0.488     0.000
 0.0017    0.951     0.000     0.221     0.000
 0.0035    1.000     0.000    -0.020     0.000
 0.0059    0.952     0.000    -0.219     0.000
 0.0091    0.856     0.000    -0.379     0.000
 0.0131    0.743     0.000    -0.507     0.000
 0.0181    0.627     0.000    -0.611     0.000
 0.0242    0.515     0.000    -0.697     0.000
 0.0319    0.410     0.000    -0.768     0.000
 0.0415    0.314     0.000    -0.828     0.000
 0.0538    0.227     0.000    -0.879     0.000
 0.0690    0.151     0.000    -0.922     0.000
 0.0872    0.087     0.000    -0.955     0.000
 0.1078    0.037     0.000    -0.981     0.000
 0.1302   -0.000     0.000    -1.000     0.000
 0.1537   -0.029     0.000    -1.014     0.000
 0.1780   -0.049     0.000    -1.024     0.000
 0.2028   -0.064     0.000    -1.031     0.000
 0.2280   -0.073     0.000    -1.036     0.000
 0.2535   -0.080     0.000    -1.039     0.000
 0.2793   -0.083     0.000    -1.041     0.000
 0.3052   -0.085     0.000    -1.041     0.000
 0.3313   -0.084     0.000    -1.041     0.000
 0.3576   -0.082     0.000    -1.040     0.000
 0.3839   -0.079     0.000    -1.039     0.000
 0.4104   -0.075     0.000    -1.037     0.000
 0.4369   -0.070     0.000    -1.035     0.000
 0.4635   -0.065     0.000    -1.032     0.000
 0.4902   -0.059     0.000    -1.029     0.000
 0.5170   -0.053     0.000    -1.026     0.000
 0.5438   -0.046     0.000    -1.023     0.000
 0.5706   -0.040     0.000    -1.020     0.000
 0.5975   -0.033     0.000    -1.016     0.000
 0.6244   -0.025     0.000    -1.013     0.000
 0.6513   -0.018     0.000    -1.009     0.000
 0.6783   -0.010     0.000    -1.005     0.000
 0.7052   -0.001     0.000    -1.001     0.000
 0.7322    0.007     0.000    -0.996     0.000
 0.7591    0.017     0.000    -0.992     0.000
 0.7861    0.027     0.000    -0.986     0.000
 0.8131    0.038     0.000    -0.981     0.000
 0.8400    0.051     0.000    -0.974     0.000
 0.8669    0.066     0.000    -0.967     0.000
 0.8937    0.084     0.000    -0.957     0.000
 0.9202    0.106     0.000    -0.946     0.000
 0.9460    0.134     0.000    -0.930     0.000
 0.9697    0.175     0.000    -0.908     0.000
 0.9895    0.235     0.000    -0.874     0.000
 1.0000    0.411     0.000    -0.767     0.000


