xflr5 v6.44
NACA 1012
T1_Re0.100_M0.00_N9.0
Alpha =  -1.0,  Re =   100000,  Ma = 0.0000,  ACrit = 9.0 

   x        Cpi      Cpv        Qi        Qv
 1.0000    0.409     0.000     0.769     0.000
 0.9896    0.218     0.000     0.884     0.000
 0.9699    0.147     0.000     0.924     0.000
 0.9464    0.095     0.000     0.951     0.000
 0.9209    0.056     0.000     0.972     0.000
 0.8946    0.025     0.000     0.987     0.000
 0.8680   -0.001     0.000     1.001     0.000
 0.8414   -0.024     0.000     1.012     0.000
 0.8147   -0.044     0.000     1.022     0.000
 0.7879   -0.063     0.000     1.031     0.000
 0.7612   -0.081     0.000     1.040     0.000
 0.7345   -0.097     0.000     1.047     0.000
 0.7077   -0.113     0.000     1.055     0.000
 0.6809   -0.128     0.000     1.062     0.000
 0.6542   -0.143     0.000     1.069     0.000
 0.6275   -0.158     0.000     1.076     0.000
 0.6007   -0.173     0.000     1.083     0.000
 0.5740   -0.187     0.000     1.089     0.000
 0.5474   -0.201     0.000     1.096     0.000
 0.5208   -0.216     0.000     1.103     0.000
 0.4942   -0.230     0.000     1.109     0.000
 0.4676   -0.244     0.000     1.115     0.000
 0.4412   -0.259     0.000     1.122     0.000
 0.4147   -0.273     0.000     1.128     0.000
 0.3884   -0.287     0.000     1.134     0.000
 0.3622   -0.300     0.000     1.140     0.000
 0.3361   -0.314     0.000     1.146     0.000
 0.3101   -0.327     0.000     1.152     0.000
 0.2842   -0.339     0.000     1.157     0.000
 0.2586   -0.350     0.000     1.162     0.000
 0.2331   -0.360     0.000     1.166     0.000
 0.2080   -0.369     0.000     1.170     0.000
 0.1832   -0.375     0.000     1.173     0.000
 0.1589   -0.379     0.000     1.174     0.000
 0.1353   -0.379     0.000     1.174     0.000
 0.1127   -0.374     0.000     1.172     0.000
 0.0917   -0.361     0.000     1.167     0.000
 0.0729   -0.341     0.000     1.158     0.000
 0.0570   -0.310     0.000     1.144     0.000
 0.0442   -0.267     0.000     1.126     0.000
 0.0340   -0.212     0.000     1.101     0.000
 0.0259   -0.143     0.000     1.069     0.000
 0.0195   -0.057     0.000     1.028     0.000
 0.0143    0.050     0.000     0.975     0.000
 0.0101    0.183     0.000     0.904     0.000
 0.0067    0.348     0.000     0.807     0.000
 0.0041    0.539     0.000     0.679     0.000
 0.0021    0.744     0.000     0.506     0.000
 0.0008    0.915     0.000     0.291     0.000
 0.0001    0.998     0.000     0.050     0.000
 0.0000    0.963     0.000    -0.193     0.000
 0.0005    0.814     0.000    -0.431     0.000
 0.0017    0.583     0.000    -0.646     0.000
 0.0035    0.337     0.000    -0.814     0.000
 0.0059    0.124     0.000    -0.936     0.000
 0.0091   -0.046     0.000    -1.023     0.000
 0.0131   -0.173     0.000    -1.083     0.000
 0.0181   -0.268     0.000    -1.126     0.000
 0.0242   -0.338     0.000    -1.157     0.000
 0.0319   -0.388     0.000    -1.178     0.000
 0.0415   -0.423     0.000    -1.193     0.000
 0.0538   -0.445     0.000    -1.202     0.000
 0.0690   -0.457     0.000    -1.207     0.000
 0.0872   -0.460     0.000    -1.208     0.000
 0.1078   -0.456     0.000    -1.207     0.000
 0.1302   -0.448     0.000    -1.203     0.000
 0.1537   -0.436     0.000    -1.198     0.000
 0.1780   -0.422     0.000    -1.193     0.000
 0.2028   -0.407     0.000    -1.186     0.000
 0.2280   -0.391     0.000    -1.179     0.000
 0.2535   -0.374     0.000    -1.172     0.000
 0.2793   -0.357     0.000    -1.165     0.000
 0.3052   -0.340     0.000    -1.157     0.000
 0.3313   -0.322     0.000    -1.150     0.000
 0.3576   -0.305     0.000    -1.142     0.000
 0.3839   -0.288     0.000    -1.135     0.000
 0.4104   -0.271     0.000    -1.127     0.000
 0.4369   -0.254     0.000    -1.120     0.000
 0.4635   -0.237     0.000    -1.112     0.000
 0.4902   -0.221     0.000    -1.105     0.000
 0.5170   -0.205     0.000    -1.098     0.000
 0.5438   -0.189     0.000    -1.090     0.000
 0.5706   -0.173     0.000    -1.083     0.000
 0.5975   -0.158     0.000    -1.076     0.000
 0.6244   -0.142     0.000    -1.069     0.000
 0.6513   -0.127     0.000    -1.062     0.000
 0.6783   -0.112     0.000    -1.054     0.000
 0.7052   -0.096     0.000    -1.047     0.000
 0.7322   -0.080     0.000    -1.039     0.000
 0.7591   -0.064     0.000    -1.032     0.000
 0.7861   -0.047     0.000    -1.023     0.000
 0.8131   -0.029     0.000    -1.014     0.000
 0.8400   -0.009     0.000    -1.005     0.000
 0.8669    0.012     0.000    -0.994     0.000
 0.8937    0.037     0.000    -0.981     0.000
 0.9202    0.067     0.000    -0.966     0.000
 0.9460    0.103     0.000    -0.947     0.000
 0.9697    0.153     0.000    -0.920     0.000
 0.9895    0.221     0.000    -0.882     0.000
 1.0000    0.409     0.000    -0.769     0.000


